label,score
lh_L_V1,5.74085125249121
lh_L_MST,7.22179161326251
lh_L_V6,5.75731919721706
lh_L_V2,5.65257800354108
lh_L_V3,5.66312531131846
lh_L_V4,6.39903648718845
lh_L_V8,3.80136387327252
lh_L_4,5.55249368427059
lh_L_3b,6.04655221806068
lh_L_FEF,6.48218940121777
lh_L_PEF,7.25122570247645
lh_L_55b,6.92658157434735
lh_L_V3A,7.66769438827223
lh_L_RSC,5.95691384998886
lh_L_POS2,6.15723127112468
lh_L_V7,7.95272611984791
lh_L_IPS1,6.68399190834382
lh_L_FFC,3.76779518573297
lh_L_V3B,7.98858904926718
lh_L_LO1,7.64302985284037
lh_L_LO2,8.34222157756835
lh_L_PIT,6.45732146972526
lh_L_MT,7.22146135335928
lh_L_A1,5.59040771101953
lh_L_PSL,7.7559062910236
lh_L_SFL,5.79503147308171
lh_L_PCV,5.92122379147534
lh_L_STV,7.95104288055452
lh_L_7Pm,6.45890877543952
lh_L_7m,6.582343218846
lh_L_POS1,5.2944066874078
lh_L_23d,6.24003251324255
lh_L_v23ab,7.51646187521295
lh_L_d23ab,7.55648087676811
lh_L_31pv,6.60103860324389
lh_L_5m,4.74452356226617
lh_L_5mv,4.95459770702219
lh_L_23c,5.3884220174144
lh_L_5L,5.52079149311155
lh_L_24dd,5.11303885284252
lh_L_24dv,5.252329936149
lh_L_7AL,5.65040262251481
lh_L_SCEF,5.59387590877686
lh_L_6ma,5.79976580725083
lh_L_7Am,5.93471402921914
lh_L_7PL,6.58098457569456
lh_L_7PC,6.24124983873111
lh_L_LIPv,6.08932543464839
lh_L_VIP,6.4809232135517
lh_L_MIP,6.65838320833825
lh_L_1,5.86201479232272
lh_L_2,5.41363272968973
lh_L_3a,6.11505278257447
lh_L_6d,5.72532874646798
lh_L_6mp,5.25100214428535
lh_L_6v,7.69795261748673
lh_L_p24pr,5.47389301099728
lh_L_33pr,4.28469115005014
lh_L_a24pr,5.88623374415673
lh_L_p32pr,5.63884965099277
lh_L_a24,4.91418836735716
lh_L_d32,6.1815010430266
lh_L_8BM,5.7708600043203
lh_L_p32,4.95034924577106
lh_L_10r,4.3549135583677
lh_L_47m,5.22036529653412
lh_L_8Av,7.12626660047003
lh_L_8Ad,6.84643242010037
lh_L_9m,5.87203607613142
lh_L_8BL,6.05535991708076
lh_L_9p,6.44543103111882
lh_L_10d,5.29010046262394
lh_L_8C,7.26245015793025
lh_L_44,7.32131855281283
lh_L_45,6.21952317253306
lh_L_47l,4.92384393693424
lh_L_a47r,4.73606637795271
lh_L_6r,6.65844307632112
lh_L_IFJa,6.97692556957843
lh_L_IFJp,6.56752390469746
lh_L_IFSp,6.89079813757228
lh_L_IFSa,6.65992982378148
lh_L_p9-46v,6.96063273787122
lh_L_46,7.18625200765065
lh_L_a9-46v,6.72164411302933
lh_L_9-46d,6.69771101217883
lh_L_9a,6.22797189979622
lh_L_10v,3.19982002401822
lh_L_a10p,4.80084912973168
lh_L_10pp,3.09880162092172
lh_L_11l,3.41901362759847
lh_L_13l,3.99018902797508
lh_L_OFC,1.55001160403028
lh_L_47s,4.04351142940382
lh_L_LIPd,6.82319095582344
lh_L_6a,6.0797755654207
lh_L_i6-8,6.49383029890515
lh_L_s6-8,6.78137872547009
lh_L_43,6.15761991949003
lh_L_OP4,5.99214685305572
lh_L_OP1,5.14818566104846
lh_L_OP2-3,5.20738122989051
lh_L_52,4.59837813861531
lh_L_RI,5.82049314957011
lh_L_PFcm,5.76972846657537
lh_L_PoI2,4.54250489630371
lh_L_TA2,4.31239857249671
lh_L_FOP4,5.61508457422916
lh_L_MI,5.57560221349587
lh_L_Pir,2.96318214839788
lh_L_AVI,5.49046073546672
lh_L_AAIC,4.32356899113261
lh_L_FOP1,5.33330603255227
lh_L_FOP3,5.53904922596196
lh_L_FOP2,4.68654027033755
lh_L_PFt,6.92167985854885
lh_L_AIP,6.28513988728688
lh_L_EC,2.22071550088908
lh_L_PreS,3.05054332930399
lh_L_H,2.98555068034433
lh_L_ProS,4.52246233161076
lh_L_PeEc,2.30807086085928
lh_L_STGa,4.30639955945147
lh_L_PBelt,5.37009324898703
lh_L_A5,5.43772731281417
lh_L_PHA1,3.46947090731612
