label,score
lh_L_V1,-5.27713053537081
lh_L_MST,-7.27579878473209
lh_L_V6,-6.14037380662267
lh_L_V2,-5.86110662762475
lh_L_V3,-6.5689994350429
lh_L_V4,-6.83004776286006
lh_L_V8,5.13262629747615
lh_L_4,-3.51307125697563
lh_L_3b,-4.02444500980068
lh_L_FEF,-4.55056921967535
lh_L_PEF,-4.52370256457738
lh_L_55b,-5.35269399951923
lh_L_V3A,-7.49092914541326
lh_L_RSC,-0.584825708937988
lh_L_POS2,-6.95157425441785
lh_L_V7,-7.55985909778372
lh_L_IPS1,-7.39408183245069
lh_L_FFC,11.9733515116427
lh_L_V3B,-6.50626775068356
lh_L_LO1,-7.30796429287043
lh_L_LO2,-6.55207629523232
lh_L_PIT,-6.05915226224748
lh_L_MT,-7.32336156926953
lh_L_A1,3.44970516338104
lh_L_PSL,-7.56692487074166
lh_L_SFL,-4.11909000105829
lh_L_PCV,-7.3614299370646
lh_L_STV,-7.76736129326709
lh_L_7Pm,-7.33283825117114
lh_L_7m,-6.84725383017444
lh_L_POS1,-4.74521548337138
lh_L_23d,-3.67029016502753
lh_L_v23ab,-5.72363733560223
lh_L_d23ab,-5.3727733476147
lh_L_31pv,-4.1441690999752
lh_L_5m,-5.79914137005823
lh_L_5mv,13.352906729825
lh_L_23c,1.42421567155817
lh_L_5L,-6.42779694427241
lh_L_24dd,2.68444215913857
lh_L_24dv,3.87013518704685
lh_L_7AL,-6.68119927763537
lh_L_SCEF,-1.98472857312079
lh_L_6ma,-4.36250153162899
lh_L_7Am,-7.17326248983927
lh_L_7PL,-7.42246614253213
lh_L_7PC,-7.13780492734435
lh_L_LIPv,-7.39680412447512
lh_L_VIP,-7.22252345975328
lh_L_MIP,-7.6378933174813
lh_L_1,-6.52934610262567
lh_L_2,-6.68136197706782
lh_L_3a,-1.87510341026541
lh_L_6d,-4.52939627424236
lh_L_6mp,-0.951376262443665
lh_L_6v,-6.82951467120883
lh_L_p24pr,-3.09490301456377
lh_L_33pr,13.8453139084561
lh_L_a24pr,-2.9758792730407
lh_L_p32pr,0.401958853120068
lh_L_a24,9.34289006713251
lh_L_d32,-5.31882343892478
lh_L_8BM,-2.55229396682434
lh_L_p32,10.6257292833055
lh_L_10r,13.9822802224685
lh_L_47m,6.79499562594264
lh_L_8Av,-5.52874475888322
lh_L_8Ad,-5.24808374315192
lh_L_9m,-6.4485353944798
lh_L_8BL,-5.27054709050877
lh_L_9p,-5.66079958654011
lh_L_10d,9.2720706160886
lh_L_8C,-5.48245475654334
lh_L_44,-5.97749350151712
lh_L_45,-5.68720151408094
lh_L_47l,13.014084402757
lh_L_a47r,13.015132278709
lh_L_6r,-5.7448081940621
lh_L_IFJa,-5.73356321860979
lh_L_IFJp,-2.87816500569228
lh_L_IFSp,-5.83954974512906
lh_L_IFSa,-5.71898094453066
lh_L_p9-46v,-6.10070261025457
lh_L_46,-6.47676704445257
lh_L_a9-46v,-5.67520284547151
lh_L_9-46d,-5.67554282962508
lh_L_9a,-5.24848806801344
lh_L_10v,14.710406702529
lh_L_a10p,11.9322674643527
lh_L_10pp,14.7407301162576
lh_L_11l,14.5680428531946
lh_L_13l,13.8598715309322
lh_L_OFC,14.7279377730249
lh_L_47s,14.4975318347174
lh_L_LIPd,-6.08350193300531
lh_L_6a,-3.09983274610105
lh_L_i6-8,-4.66517916060548
lh_L_s6-8,-5.13770067589209
lh_L_43,-6.51035158092459
lh_L_OP4,-7.12992405608434
lh_L_OP1,11.4425179443113
lh_L_OP2-3,8.91895206258052
lh_L_52,11.730868165023
lh_L_RI,0.998022893751481
lh_L_PFcm,-7.52658463630091
lh_L_PoI2,5.10186389481409
lh_L_TA2,7.0547359721749
lh_L_FOP4,-0.923179888852877
lh_L_MI,-1.79246489823008
lh_L_Pir,13.8534112340589
lh_L_AVI,1.36965854646339
lh_L_AAIC,13.7430286848788
lh_L_FOP1,13.4171828687286
lh_L_FOP3,-3.21359292277421
lh_L_FOP2,13.4896197505723
lh_L_PFt,-7.66373126317112
lh_L_AIP,-6.84991825004803
lh_L_EC,14.8111757267599
lh_L_PreS,14.8263795786602
lh_L_H,14.7216965384431
lh_L_ProS,8.74980377881011
lh_L_PeEc,14.7743849584413
lh_L_STGa,-3.02997560411131
lh_L_PBelt,3.45160290572602
lh_L_A5,-6.60069141285004
lh_L_PHA1,14.4367149251956
lh_L_PHA3,14.8275905393141
lh_L_STSda,2.20966513219349
lh_L_STSdp,-5.14801369080678
lh_L_STSvp,-6.25513880807941
lh_L_TGd,13.7287279490246
lh_L_TE1a,-0.338980604907168
lh_L_TE1p,-7.27442424412449
lh_L_TE2a,14.7858042953341
lh_L_TF,14.8000895298379
lh_L_TE2p,13.8586043642028
lh_L_PHT,-7.73939637593007
lh_L_PH,-7.05298974506963
lh_L_TPOJ1,-7.34455554405345
lh_L_TPOJ2,-7.60500987806328
lh_L_TPOJ3,-7.75151113477209
lh_L_DVT,-7.32257975714957
lh_L_PGp,-7.72148167037215
lh_L_IP2,-6.65138442988378
lh_L_IP1,-6.72811391733279
lh_L_IP0,-7.39967927323175
lh_L_PFop,-7.62468768689876
lh_L_PF,-7.72963419363235
lh_L_PFm,-7.38879381827127
lh_L_PGi,-7.31355049127236
lh_L_PGs,-7.51887225660445
lh_L_V6A,-7.64969818020913
lh_L_VMV1,13.3956155263236
lh_L_VMV3,13.8602290102964
lh_L_PHA2,14.7636333673066
lh_L_V4t,-7.23660435769693
lh_L_FST,-7.00776404342176
lh_L_V3CD,-7.50496875796349
lh_L_LO3,-7.58326999768684
lh_L_VMV2,10.8223188396168
lh_L_31pd,-5.13978437213232
lh_L_31a,-5.90515092707045
lh_L_VVC,14.1211652021366
lh_L_25,14.7451414440569
lh_L_s32,14.4062773745957
lh_L_pOFC,14.7441913866094
lh_L_PoI1,6.8618861098726
lh_L_Ig,6.8570588701599
lh_L_FOP5,8.20997212156599
lh_L_p10p,-1.81523409114198
lh_L_p47r,-4.94844980642976
lh_L_TGv,14.8126510957264
lh_L_MBelt,8.94959765054171
lh_L_LBelt,2.84635294094772
lh_L_A4,-7.31816616499738
lh_L_STSva,9.80775311488147
lh_L_TE1m,6.15048094415478
lh_L_PI,14.8400118302194
lh_L_a32pr,-5.34981939210229
lh_L_p24,-4.55522608461074
rh_R_V1,-1.34972434246428
rh_R_MST,-4.9779738760855
rh_R_V6,-2.78657102585215
rh_R_V2,-1.13753187338734
rh_R_V3,-2.33345040615507
rh_R_V4,3.35156115898533
rh_R_V8,10.5039045005848
rh_R_4,-3.63104087016693
rh_R_3b,-2.81913278312473
rh_R_FEF,-5.37569050517035
rh_R_PEF,-4.22006143226338
rh_R_55b,-5.65047081351904
rh_R_V3A,-6.49986197986264
rh_R_RSC,-2.16830334909228
rh_R_POS2,-7.04100092526296
rh_R_V7,-6.84188809507094
rh_R_IPS1,-6.86566571330326
rh_R_FFC,11.8845921770319
rh_R_V3B,-5.74369014770776
rh_R_LO1,-4.44700775267899
rh_R_LO2,-4.99501864503278
rh_R_PIT,11.9706072674043
rh_R_MT,-5.823629128689
rh_R_A1,1.80894744715147
rh_R_PSL,-7.44865971913954
rh_R_SFL,-4.41519534737434
rh_R_PCV,-7.67928438526563
rh_R_STV,-6.83735280027435
rh_R_7Pm,-7.21683178544727
rh_R_7m,-7.03968896993469
rh_R_POS1,-5.68401264521766
rh_R_23d,-4.48051318926735
rh_R_v23ab,-5.92767369263644
rh_R_d23ab,-5.73742018029411
rh_R_31pv,-4.93072177564028
rh_R_5m,-5.63673283249224
rh_R_5mv,-4.93565730018932
rh_R_23c,-2.41828859139628
rh_R_5L,-6.11324487060079
rh_R_24dd,1.28628197996452
rh_R_24dv,1.93237019851797
rh_R_7AL,-6.24982779802773
rh_R_SCEF,-2.44964482661878
rh_R_6ma,-5.15765662580937
rh_R_7Am,-6.76942721401826
rh_R_7PL,-7.24697146197644
rh_R_7PC,-7.20695849497084
rh_R_LIPv,-6.15848123980341
rh_R_VIP,-7.08859296570762
rh_R_MIP,-7.14402531359487
rh_R_1,-7.18700842395151
rh_R_2,-6.70533673142987
rh_R_3a,-1.60684892110722
rh_R_6d,-4.60580037383169
rh_R_6mp,-4.25198221668074
rh_R_6v,-6.74639031249537
rh_R_p24pr,5.25610812683634
rh_R_33pr,11.4767615292104
rh_R_a24pr,5.91842006273787
rh_R_p32pr,4.58989712191841
rh_R_a24,11.2413465597364
rh_R_d32,-3.09593283603462
rh_R_8BM,-2.87809153220597
rh_R_p32,11.8307209774341
rh_R_10r,14.1113047194833
rh_R_47m,2.53132897194998
rh_R_8Av,-5.75941986370991
rh_R_8Ad,-4.85966685896184
rh_R_9m,-5.63392529636669
rh_R_8BL,-5.79685191643479
rh_R_9p,-6.24006735866358
rh_R_10d,-4.29487103542105
rh_R_8C,-4.7746900742697
rh_R_44,-5.78422975964967
rh_R_45,-5.49650142874837
rh_R_47l,14.0679420523263
rh_R_a47r,12.6727419751502
rh_R_6r,-5.16492869615102
rh_R_IFJa,-4.83572527049914
rh_R_IFJp,-2.79552346240748
rh_R_IFSp,-5.53449135940892
rh_R_IFSa,-5.87565120879514
rh_R_p9-46v,-6.24394510301417
rh_R_46,-6.07763614193492
rh_R_a9-46v,-5.74269128347558
rh_R_9-46d,-5.13498728273955
rh_R_9a,-7.03142063209212
rh_R_10v,14.6982887515734
rh_R_a10p,14.1526368123133
rh_R_10pp,14.735764861036
rh_R_11l,14.5891519231035
rh_R_13l,14.4969390891028
rh_R_OFC,14.8197995921685
rh_R_47s,13.4458833786152
rh_R_LIPd,-5.27959594295958
rh_R_6a,-3.78405130657125
rh_R_i6-8,-5.35970816546911
rh_R_s6-8,-5.08297814507085
rh_R_43,-5.34181860063691
rh_R_OP4,-6.40110385034055
rh_R_OP1,0.297311083345482
rh_R_OP2-3,0.0607148512542603
rh_R_52,2.66227663754784
rh_R_RI,-0.753503054220893
rh_R_PFcm,-5.71972523467649
rh_R_PoI2,-4.23097925449201
rh_R_TA2,12.0643489676885
rh_R_FOP4,-1.04365110424051
rh_R_MI,-2.75037301873372
rh_R_Pir,12.6393036970048
rh_R_AVI,4.41444077670227
rh_R_AAIC,11.4192387231796
rh_R_FOP1,11.3375853326735
rh_R_FOP3,-4.10593724392108
rh_R_FOP2,-5.86523242388873
rh_R_PFt,-7.46463684297984
rh_R_AIP,-6.02902318986664
rh_R_EC,14.8104230223092
rh_R_PreS,14.762571760528
rh_R_H,14.600543465313
rh_R_ProS,4.66530022108912
rh_R_PeEc,14.8023367987377
rh_R_STGa,-1.03445194712286
rh_R_PBelt,0.953882221775752
rh_R_A5,-5.45252804392475
rh_R_PHA1,12.3564643027572
rh_R_PHA3,10.7533075076445
rh_R_STSda,6.25359985614211
rh_R_STSdp,-5.5387051909506
rh_R_STSvp,-5.33224566730499
rh_R_TGd,14.2079606365736
rh_R_TE1a,5.56022210643242
rh_R_TE1p,-2.27252528905256
rh_R_TE2a,14.8037856568918
rh_R_TF,14.8522172892263
rh_R_TE2p,14.1744922185116
rh_R_PHT,-4.3591406202928
rh_R_PH,3.32455311792611
rh_R_TPOJ1,-6.60937517979927
rh_R_TPOJ2,-5.03312157815262
rh_R_TPOJ3,-5.68426995094128
rh_R_DVT,-7.05138685296204
rh_R_PGp,-7.11281155663146
rh_R_IP2,-6.77352382130455
rh_R_IP1,-7.26439982448054
rh_R_IP0,-6.70351877277094
rh_R_PFop,-7.30963408993772
rh_R_PF,-7.48205858406618
rh_R_PFm,-7.49903582829253
rh_R_PGi,-7.17331958224015
rh_R_PGs,-7.57850259221814
rh_R_V6A,-7.08404101433734
rh_R_VMV1,6.13165796996866
rh_R_VMV3,6.72417477574487
rh_R_PHA2,13.0716585694355
rh_R_V4t,-3.8094858522986
rh_R_FST,-4.8253554787102
rh_R_V3CD,-6.03313398758511
rh_R_LO3,-5.52387288853447
rh_R_VMV2,9.93179173236627
rh_R_31pd,-5.1177021903223
rh_R_31a,-5.66006265382356
rh_R_VVC,11.627140231814
rh_R_25,14.8007577979611
rh_R_s32,14.7024384460905
rh_R_pOFC,14.7847917422457
rh_R_PoI1,-4.20342403197716
rh_R_Ig,0.57909811470378
rh_R_FOP5,2.1475199433938
rh_R_p10p,2.30801147846309
rh_R_p47r,-5.70296794976111
rh_R_TGv,14.8289538548211
rh_R_MBelt,4.06684485733614
rh_R_LBelt,1.60858564762674
rh_R_A4,-7.05463289703024
rh_R_STSva,9.45606422502716
rh_R_TE1m,-1.17589411425874
rh_R_PI,14.8175512161504
rh_R_a32pr,-0.251340173663957
rh_R_p24,-2.95843297012042
lh_???,0
rh_???,0
