label,score
lh_L_V1,0.611728850073727
lh_L_MST,0.505171080932633
lh_L_V6,0.715985123028352
lh_L_V2,0.752586348763411
lh_L_V3,0.759396174657716
lh_L_V4,0.383889462531517
lh_L_V8,0
lh_L_4,0.923460728834734
lh_L_3b,1.00637981118002
lh_L_FEF,0.864802042777991
lh_L_PEF,0.607460758682642
lh_L_55b,0.633973951487359
lh_L_V3A,0.756403564764131
lh_L_RSC,0.709645203812976
lh_L_POS2,0.731463623706359
lh_L_V7,0.469127669543916
lh_L_IPS1,0.484584007965074
lh_L_FFC,0
lh_L_V3B,0.194939710353925
lh_L_LO1,0.192268656308469
lh_L_LO2,0.158717112525261
lh_L_PIT,0.353358528665149
lh_L_MT,0.534561421198608
lh_L_A1,0.752038616513621
lh_L_PSL,0.388138394347102
lh_L_SFL,0.970390314294681
lh_L_PCV,0.565675331632769
lh_L_STV,0.235638677927163
lh_L_7Pm,0.66335298503846
lh_L_7m,0.741688635429165
lh_L_POS1,0.52722388399785
lh_L_23d,0.545738986464872
lh_L_v23ab,0.677304745399636
lh_L_d23ab,0.606816115409895
lh_L_31pv,0.328233469692157
lh_L_5m,0.745146739884704
lh_L_5mv,0.449753348758527
lh_L_23c,0.252570954514313
lh_L_5L,0.535191006518842
lh_L_24dd,0.812100258615529
lh_L_24dv,0.41927520155943
lh_L_7AL,0.575133949376589
lh_L_SCEF,0.843291235659653
lh_L_6ma,0.805737637674636
lh_L_7Am,0.678866613212804
lh_L_7PL,0.639169562268541
lh_L_7PC,0.497003154807338
lh_L_LIPv,0.576599073929481
lh_L_VIP,0.298236900139373
lh_L_MIP,0.712477972852683
lh_L_1,0.955261188163663
lh_L_2,0.529571992482725
lh_L_3a,0.769817751295138
lh_L_6d,0.797928831013395
lh_L_6mp,0.869302703442909
lh_L_6v,0.834030904646654
lh_L_p24pr,0.202285315606353
lh_L_33pr,0.221820154021231
lh_L_a24pr,0.458291564099836
lh_L_p32pr,0.590416771244194
lh_L_a24,0.296411224843831
lh_L_d32,0.637410988380151
lh_L_8BM,0.793507615208355
lh_L_p32,0.410782151983285
lh_L_10r,0.494008520878351
lh_L_47m,0.780658783986496
lh_L_8Av,0.733686315794098
lh_L_8Ad,0.470839355213605
lh_L_9m,0.648315419205991
lh_L_8BL,0.834917353119608
lh_L_9p,0.531685601559234
lh_L_10d,0.753587856354873
lh_L_8C,0.549149846774716
lh_L_44,0.744306766282046
lh_L_45,0.886002301280855
lh_L_47l,0.897351521285183
lh_L_a47r,0.872164378136032
lh_L_6r,0.57414617456472
lh_L_IFJa,0.419694819936236
lh_L_IFJp,0.493956625827535
lh_L_IFSp,0.575115748296586
lh_L_IFSa,0.55041958562441
lh_L_p9-46v,0.610168126413924
lh_L_46,0.637345754646197
lh_L_a9-46v,0.88240013800721
lh_L_9-46d,0.535250635868881
lh_L_9a,0.682932198086984
lh_L_10v,0
lh_L_a10p,0.747727734584489
lh_L_10pp,0
lh_L_11l,0
lh_L_13l,0
lh_L_OFC,0
lh_L_47s,0.945411068113504
lh_L_LIPd,0.236431574918054
lh_L_6a,0.696660774651837
lh_L_i6-8,0.669581777015568
lh_L_s6-8,0.933021267428718
lh_L_43,0.736781680987132
lh_L_OP4,0.389626846931902
lh_L_OP1,0.61387006019209
lh_L_OP2-3,0.441932015964009
lh_L_52,0.200834646637628
lh_L_RI,0.605827250317273
lh_L_PFcm,0.446536783605701
lh_L_PoI2,0.21511008190992
lh_L_TA2,0.255086757766171
lh_L_FOP4,0.816853200648994
lh_L_MI,0.354826355537848
lh_L_Pir,0
lh_L_AVI,0.772143309317
lh_L_AAIC,0.449606095440882
lh_L_FOP1,0.49438778475302
lh_L_FOP3,0.509015918195587
lh_L_FOP2,0.347290612979064
lh_L_PFt,0.26744645844878
lh_L_AIP,0.523748475947672
lh_L_EC,0
lh_L_PreS,0
lh_L_H,0
lh_L_ProS,0.474284452824528
lh_L_PeEc,0
lh_L_STGa,0.0945189897952053
lh_L_PBelt,0.606403745089731
lh_L_A5,0.622509615300788
lh_L_PHA1,0
lh_L_PHA3,0
lh_L_STSda,0.0927336603596174
lh_L_STSdp,0.330637792547659
lh_L_STSvp,0.127839544036932
lh_L_TGd,0
lh_L_TE1a,0.370554566695746
lh_L_TE1p,-0.0904137974081131
lh_L_TE2a,0
lh_L_TF,0
lh_L_TE2p,0
lh_L_PHT,-0.12511623230771
lh_L_PH,0.147809713237618
lh_L_TPOJ1,0.173929566205278
lh_L_TPOJ2,0.0758139805707661
lh_L_TPOJ3,0.261287873906389
lh_L_DVT,0.790865422836617
lh_L_PGp,0.0756188858789869
lh_L_IP2,0.307356357857735
lh_L_IP1,0.312728712369406
lh_L_IP0,0.327794052826114
lh_L_PFop,0.337362216203142
lh_L_PF,0.178328972023995
lh_L_PFm,0.282697937452962
lh_L_PGi,0.204451321224185
lh_L_PGs,0.141782352547938
lh_L_V6A,0.441075546846033
lh_L_VMV1,0.154988009160687
lh_L_VMV3,0
lh_L_PHA2,0
lh_L_V4t,0.101233766094387
lh_L_FST,0.190342204652146
lh_L_V3CD,0.169697037894115
lh_L_LO3,0.117528214318081
lh_L_VMV2,0.420367724473186
lh_L_31pd,0.573339641492957
lh_L_31a,0.505994302315213
lh_L_VVC,0
lh_L_25,0
lh_L_s32,0
lh_L_pOFC,0
lh_L_PoI1,-0.0363939850348587
lh_L_Ig,0.592971461300292
lh_L_FOP5,0.56240697263691
lh_L_p10p,0.770322144865258
lh_L_p47r,0.781890843248304
lh_L_TGv,0
lh_L_MBelt,0.852310720131397
lh_L_LBelt,0.878362380889715
lh_L_A4,0.57308589593602
lh_L_STSva,-0.0303773914986241
lh_L_TE1m,0.155195173425392
lh_L_PI,0
lh_L_a32pr,0.663932332799139
lh_L_p24,0.572151207420771
rh_R_V1,0.801615418504464
rh_R_MST,0.597683031903082
rh_R_V6,0.776445514068531
rh_R_V2,0.822045587839776
rh_R_V3,0.953632043176699
rh_R_V4,0.637449368287939
rh_R_V8,0
rh_R_4,1.11909415853531
rh_R_3b,1.06376605868642
rh_R_FEF,0.783095621245438
rh_R_PEF,0.591408498443229
rh_R_55b,0.812103010419325
rh_R_V3A,0.752373717776043
rh_R_RSC,0.749599774754585
rh_R_POS2,0.832979817986736
rh_R_V7,0.743644392223331
rh_R_IPS1,0.860480234460647
rh_R_FFC,0
rh_R_V3B,0.567998994588695
rh_R_LO1,0.487068396905904
rh_R_LO2,0.487985636375119
rh_R_PIT,0
rh_R_MT,0.592064438978665
rh_R_A1,0.861221965042913
rh_R_PSL,0.774565607716953
rh_R_SFL,0.990928804702126
rh_R_PCV,0.63388415322668
rh_R_STV,0.598924869612931
rh_R_7Pm,0.486904316943873
rh_R_7m,0.422718856928935
rh_R_POS1,0.364624587085411
rh_R_23d,0.71403310474185
rh_R_v23ab,0.42190704790953
rh_R_d23ab,0.193894612385922
rh_R_31pv,0.521308183220718
rh_R_5m,0.931946711835275
rh_R_5mv,0.473904676020062
rh_R_23c,0.433407126896934
rh_R_5L,0.714596209010612
rh_R_24dd,0.890171666519018
rh_R_24dv,0.751012213532711
rh_R_7AL,0.72493890312057
rh_R_SCEF,1.05570427234546
rh_R_6ma,0.923501235521323
rh_R_7Am,0.450849920023971
rh_R_7PL,0.465505576092942
rh_R_7PC,0.621096828106731
rh_R_LIPv,0.783814348961731
rh_R_VIP,0.634302096638458
rh_R_MIP,0.74188548239521
rh_R_1,1.09035649951077
rh_R_2,0.63518508703342
rh_R_3a,0.712673068110823
rh_R_6d,1.24170812775213
rh_R_6mp,0.838598916684278
rh_R_6v,0.982961390763716
rh_R_p24pr,0.482777846170195
rh_R_33pr,0.369148677159435
rh_R_a24pr,0.454841113937226
rh_R_p32pr,0.664288754465499
rh_R_a24,0.552484681915143
rh_R_d32,0.71100363430973
rh_R_8BM,1.02804029957768
rh_R_p32,0.572819997991033
rh_R_10r,0.584829799982714
rh_R_47m,0.821475775457647
rh_R_8Av,0.963742231826549
rh_R_8Ad,0.562103678067263
rh_R_9m,0.601785490744817
