label,score
lh_L_V1,3
lh_L_MST,3
lh_L_V6,3
lh_L_V2,3
lh_L_V3,3
lh_L_V4,3
lh_L_V8,3
lh_L_4,1
lh_L_3b,4
lh_L_FEF,1
lh_L_PEF,1
lh_L_55b,1
lh_L_V3A,3
lh_L_RSC,4
lh_L_POS2,3
lh_L_V7,3
lh_L_IPS1,4
lh_L_FFC,5
lh_L_V3B,3
lh_L_LO1,3
lh_L_LO2,3
lh_L_PIT,3
lh_L_MT,3
lh_L_A1,5
lh_L_PSL,4
lh_L_SFL,1
lh_L_PCV,4
lh_L_STV,4
lh_L_7Pm,4
lh_L_7m,4
lh_L_POS1,4
lh_L_23d,4
lh_L_v23ab,4
lh_L_d23ab,4
lh_L_31pv,4
lh_L_5m,4
lh_L_5mv,4
lh_L_23c,4
lh_L_5L,4
lh_L_24dd,1
lh_L_24dv,1
lh_L_7AL,4
lh_L_SCEF,1
lh_L_6ma,1
lh_L_7Am,4
lh_L_7PL,4
lh_L_7PC,4
lh_L_LIPv,4
lh_L_VIP,4
lh_L_MIP,4
lh_L_1,4
lh_L_2,4
lh_L_3a,1
lh_L_6d,1
lh_L_6mp,1
lh_L_6v,1
lh_L_p24pr,1
lh_L_33pr,1
lh_L_a24pr,1
lh_L_p32pr,1
lh_L_a24,1
lh_L_d32,1
lh_L_8BM,1
lh_L_p32,1
lh_L_10r,1
lh_L_47m,1
lh_L_8Av,1
lh_L_8Ad,1
lh_L_9m,1
lh_L_8BL,1
lh_L_9p,1
lh_L_10d,1
lh_L_8C,1
lh_L_44,1
lh_L_45,1
lh_L_47l,1
lh_L_a47r,1
lh_L_6r,1
lh_L_IFJa,1
lh_L_IFJp,1
lh_L_IFSp,1
lh_L_IFSa,1
lh_L_p9-46v,1
lh_L_46,1
lh_L_a9-46v,1
lh_L_9-46d,1
lh_L_9a,1
lh_L_10v,1
lh_L_a10p,1
lh_L_10pp,1
lh_L_11l,1
lh_L_13l,1
lh_L_OFC,1
lh_L_47s,1
lh_L_LIPd,4
lh_L_6a,1
lh_L_i6-8,1
lh_L_s6-8,1
lh_L_43,1
lh_L_OP4,4
lh_L_OP1,4
lh_L_OP2-3,4
lh_L_52,5
lh_L_RI,4
lh_L_PFcm,4
lh_L_PoI2,2
lh_L_TA2,5
lh_L_FOP4,1
lh_L_MI,2
lh_L_Pir,5
lh_L_AVI,2
lh_L_AAIC,2
lh_L_FOP1,1
lh_L_FOP3,1
lh_L_FOP2,1
lh_L_PFt,4
lh_L_AIP,4
lh_L_EC,5
lh_L_PreS,5
lh_L_H,5
lh_L_ProS,4
lh_L_PeEc,5
lh_L_STGa,5
lh_L_PBelt,5
lh_L_A5,5
lh_L_PHA1,5
lh_L_PHA3,5
lh_L_STSda,5
lh_L_STSdp,5
lh_L_STSvp,5
lh_L_TGd,5
lh_L_TE1a,5
lh_L_TE1p,5
lh_L_TE2a,5
lh_L_TF,5
lh_L_TE2p,5
lh_L_PHT,5
lh_L_PH,5
lh_L_TPOJ1,5
lh_L_TPOJ2,5
lh_L_TPOJ3,5
lh_L_DVT,3
lh_L_PGp,4
lh_L_IP2,4
lh_L_IP1,4
lh_L_IP0,4
lh_L_PFop,4
lh_L_PF,4
lh_L_PFm,4
lh_L_PGi,4
lh_L_PGs,4
lh_L_V6A,3
lh_L_VMV1,3
lh_L_VMV3,3
lh_L_PHA2,5
lh_L_V4t,3
lh_L_FST,3
lh_L_V3CD,3
lh_L_LO3,3
lh_L_VMV2,3
lh_L_31pd,4
lh_L_31a,4
lh_L_VVC,5
lh_L_25,1
lh_L_s32,1
lh_L_pOFC,1
lh_L_PoI1,2
lh_L_Ig,2
lh_L_FOP5,1
lh_L_p10p,1
lh_L_p47r,1
lh_L_TGv,5
lh_L_MBelt,5
lh_L_LBelt,5
lh_L_A4,5
lh_L_STSva,5
lh_L_TE1m,5
lh_L_PI,5
lh_L_a32pr,1
lh_L_p24,1
rh_R_V1,3
rh_R_MST,3
rh_R_V6,3
rh_R_V2,3
rh_R_V3,3
rh_R_V4,3
rh_R_V8,3
rh_R_4,1
rh_R_3b,4
rh_R_FEF,1
rh_R_PEF,1
rh_R_55b,1
rh_R_V3A,3
rh_R_RSC,4
rh_R_POS2,3
rh_R_V7,3
rh_R_IPS1,4
rh_R_FFC,5
rh_R_V3B,3
rh_R_LO1,3
rh_R_LO2,3
rh_R_PIT,3
rh_R_MT,3
rh_R_A1,5
rh_R_PSL,4
rh_R_SFL,1
rh_R_PCV,4
rh_R_STV,4
rh_R_7Pm,4
rh_R_7m,4
rh_R_POS1,4
rh_R_23d,4
rh_R_v23ab,4
rh_R_d23ab,4
rh_R_31pv,4
rh_R_5m,4
rh_R_5mv,4
rh_R_23c,4
rh_R_5L,4
rh_R_24dd,1
rh_R_24dv,1
rh_R_7AL,4
rh_R_SCEF,1
rh_R_6ma,1
rh_R_7Am,4
rh_R_7PL,4
rh_R_7PC,4
rh_R_LIPv,4
rh_R_VIP,4
rh_R_MIP,4
rh_R_1,4
rh_R_2,4
rh_R_3a,1
rh_R_6d,1
rh_R_6mp,1
rh_R_6v,1
rh_R_p24pr,1
rh_R_33pr,1
rh_R_a24pr,1
rh_R_p32pr,1
rh_R_a24,1
rh_R_d32,1
rh_R_8BM,1
rh_R_p32,1
rh_R_10r,1
rh_R_47m,1
rh_R_8Av,1
rh_R_8Ad,1
rh_R_9m,1
rh_R_8BL,1
rh_R_9p,1
rh_R_10d,1
rh_R_8C,1
rh_R_44,1
rh_R_45,1
rh_R_47l,1
rh_R_a47r,1
rh_R_6r,1
rh_R_IFJa,1
rh_R_IFJp,1
rh_R_IFSp,1
rh_R_IFSa,1
rh_R_p9-46v,1
rh_R_46,1
rh_R_a9-46v,1
rh_R_9-46d,1
rh_R_9a,1
rh_R_10v,1
rh_R_a10p,1
rh_R_10pp,1
rh_R_11l,1
rh_R_13l,1
rh_R_OFC,1
rh_R_47s,1
rh_R_LIPd,4
rh_R_6a,1
rh_R_i6-8,1
rh_R_s6-8,1
rh_R_43,1
rh_R_OP4,4
rh_R_OP1,4
rh_R_OP2-3,4
rh_R_52,5
rh_R_RI,4
rh_R_PFcm,4
rh_R_PoI2,2
rh_R_TA2,5
rh_R_FOP4,1
rh_R_MI,2
rh_R_Pir,5
rh_R_AVI,2
rh_R_AAIC,2
rh_R_FOP1,1
rh_R_FOP3,1
rh_R_FOP2,1
rh_R_PFt,4
rh_R_AIP,4
rh_R_EC,5
rh_R_PreS,5
rh_R_H,5
rh_R_ProS,4
rh_R_PeEc,5
rh_R_STGa,5
rh_R_PBelt,5
rh_R_A5,5
rh_R_PHA1,5
rh_R_PHA3,5
rh_R_STSda,5
rh_R_STSdp,5
rh_R_STSvp,5
rh_R_TGd,5
rh_R_TE1a,5
rh_R_TE1p,5
rh_R_TE2a,5
rh_R_TF,5
rh_R_TE2p,5
rh_R_PHT,5
rh_R_PH,5
rh_R_TPOJ1,5
rh_R_TPOJ2,5
rh_R_TPOJ3,5
rh_R_DVT,3
rh_R_PGp,4
rh_R_IP2,4
rh_R_IP1,4
rh_R_IP0,4
rh_R_PFop,4
rh_R_PF,4
rh_R_PFm,4
rh_R_PGi,4
rh_R_PGs,4
rh_R_V6A,3
rh_R_VMV1,3
rh_R_VMV3,3
rh_R_PHA2,5
rh_R_V4t,3
rh_R_FST,3
rh_R_V3CD,3
rh_R_LO3,3
rh_R_VMV2,3
rh_R_31pd,4
rh_R_31a,4
rh_R_VVC,5
rh_R_25,1
rh_R_s32,1
rh_R_pOFC,1
rh_R_PoI1,2
rh_R_Ig,2
rh_R_FOP5,1
rh_R_p10p,1
rh_R_p47r,1
rh_R_TGv,5
rh_R_MBelt,5
rh_R_LBelt,5
rh_R_A4,5
rh_R_STSva,5
rh_R_TE1m,5
rh_R_PI,5
rh_R_a32pr,1
rh_R_p24,1
lh_???,0
rh_???,0
