label,score
rh_R_POS1,2.4898431
rh_R_23d,3.524767
rh_R_v23ab,5.874403
rh_R_d23ab,5.8461466
rh_R_31pv,6.0775585
rh_R_5m,-5.2440414
rh_R_5mv,-3.931585
rh_R_23c,-2.2967238
rh_R_5L,-5.0882163
rh_R_24dd,-5.1336727
rh_R_24dv,-4.8329945
rh_R_7AL,-4.186678
rh_R_SCEF,-3.524005
rh_R_6ma,-1.9637631
rh_R_7Am,-2.2726316
rh_R_7PL,-1.4275758
rh_R_7PC,-4.765857
rh_R_LIPv,-4.0163937
rh_R_VIP,-4.093967
rh_R_MIP,-1.4950444
rh_R_1,-5.248443
rh_R_2,-5.1379604
rh_R_3a,-4.941703
rh_R_6d,-5.282338
rh_R_6mp,-5.0667996
rh_R_6v,-4.3279247
rh_R_p24pr,-2.3269877
rh_R_33pr,1.208267
rh_R_a24pr,-2.1094306
rh_R_p32pr,-2.6500835
rh_R_a24,4.1119623
rh_R_d32,3.775091
rh_R_8BM,3.623433
rh_R_p32,4.0690556
rh_R_10r,5.118674
rh_R_47m,4.5912337
rh_R_8Av,5.6573257
rh_R_8Ad,5.3687644
rh_R_9m,6.2548294
rh_R_8BL,6.331883
rh_R_9p,6.1517835
rh_R_10d,6.3017015
rh_R_8C,5.002659
rh_R_44,2.6102178
rh_R_45,2.8357244
rh_R_47l,5.4725766
rh_R_a47r,5.7283163
rh_R_6r,-1.3219618
rh_R_IFJa,0.16282168
rh_R_IFJp,0.83217025
rh_R_IFSp,2.0218122
rh_R_IFSa,0.933611
rh_R_p9-46v,4.1608253
rh_R_46,0.63112664
rh_R_a9-46v,3.4193487
rh_R_9-46d,0.6109462
rh_R_9a,4.750878
rh_R_10v,6.2043405
rh_R_a10p,4.702513
rh_R_10pp,5.5423
rh_R_11l,3.2952633
rh_R_13l,1.1674684
rh_R_OFC,4.685285
rh_R_47s,4.8377523
rh_R_LIPd,-1.5047934
rh_R_6a,-2.5773966
rh_R_i6-8,3.2822604
rh_R_s6-8,4.2629414
rh_R_43,-3.8350365
rh_R_OP4,-4.3809857
rh_R_OP1,-5.0165696
rh_R_OP2-3,-4.4334855
rh_R_52,-3.7149696
rh_R_RI,-4.3207817
rh_R_PFcm,-3.8061922
rh_R_PoI2,-3.545006
rh_R_TA2,-3.313367
rh_R_FOP4,-1.794938
rh_R_MI,-1.3056988
rh_R_Pir,-0.76639634
rh_R_AVI,1.7777092
rh_R_AAIC,1.1558316
rh_R_FOP1,-3.5744338
rh_R_FOP3,-3.2734213
rh_R_FOP2,-4.643653
rh_R_PFt,-4.044838
rh_R_AIP,-2.6418624
rh_R_EC,2.672808
rh_R_PreS,-0.41635978
rh_R_H,0.025467927
rh_R_ProS,-3.7564826
rh_R_PeEc,0.1569771
rh_R_STGa,0.639167
rh_R_PBelt,-3.63197
rh_R_A5,-2.5016692
rh_R_PHA1,-0.031805318
rh_R_PHA3,-1.5050403
rh_R_STSda,0.7701029
rh_R_STSdp,-0.04404014
rh_R_STSvp,4.5055995
rh_R_TGd,4.0669904
rh_R_TE1a,6.3563733
rh_R_TE1p,5.0713534
rh_R_TE2a,4.7101946
rh_R_TF,0.09821769
rh_R_TE2p,-1.0286644
rh_R_PHT,2.6751797
rh_R_PH,-2.2873707
rh_R_TPOJ1,-1.1159525
rh_R_TPOJ2,-1.2893754
rh_R_TPOJ3,-2.6469646
rh_R_DVT,-3.8107972
rh_R_PGp,-1.5957198
rh_R_IP2,2.4568722
rh_R_IP1,3.8093276
rh_R_IP0,-1.0354402
rh_R_PFop,-3.492282
rh_R_PF,-1.5855927
rh_R_PFm,4.011577
rh_R_PGi,3.9272509
rh_R_PGs,5.6988544
rh_R_V6A,-4.5287623
rh_R_VMV1,-4.2600665
rh_R_VMV3,-4.1314363
rh_R_PHA2,1.0188776
rh_R_V4t,-4.189062
rh_R_FST,-3.5982635
rh_R_V3CD,-4.0259495
rh_R_LO3,-4.127975
rh_R_VMV2,-3.8521914
rh_R_31pd,5.8279963
rh_R_31a,2.8072815
rh_R_VVC,-3.417936
rh_R_25,5.507017
rh_R_s32,5.802794
rh_R_pOFC,1.2643356
rh_R_PoI1,-3.2494936
rh_R_Ig,-4.48005
rh_R_FOP5,-0.6963404
rh_R_p10p,5.1780133
rh_R_p47r,1.7827483
rh_R_TGv,0.8651038
rh_R_MBelt,-3.6001787
rh_R_LBelt,-3.79374
rh_R_A4,-3.256302
rh_R_STSva,4.6520596
rh_R_TE1m,6.2072487
rh_R_PI,-2.554197
rh_R_a32pr,-0.21084602
rh_R_p24,0.84296185
lh_???,0
rh_???,0
