"","external_gene_name","go_id","name_1006","namespace_1003","Index"
"17094","TRPC5","GO:0005262","calcium channel activity","molecular_function",7297
"17095","TPCN1","GO:0005262","calcium channel activity","molecular_function",7206
"17096","SLC24A2","GO:0005262","calcium channel activity","molecular_function",6263
"17097","PKD2","GO:0005262","calcium channel activity","molecular_function",5134
"17098","ORAI2","GO:0005262","calcium channel activity","molecular_function",4812
"17099","PKD2L1","GO:0005262","calcium channel activity","molecular_function",5135
"17100","TRPV2","GO:0005262","calcium channel activity","molecular_function",7304
"17101","TRPM7","GO:0005262","calcium channel activity","molecular_function",7301
"17102","TRPM3","GO:0005262","calcium channel activity","molecular_function",7300
"17103","PKD1","GO:0005262","calcium channel activity","molecular_function",5133
"17104","PANX1","GO:0005262","calcium channel activity","molecular_function",4878
"17105","TRPC1","GO:0005262","calcium channel activity","molecular_function",7294
"17106","RYR3","GO:0005262","calcium channel activity","molecular_function",5978
"17107","RYR1","GO:0005262","calcium channel activity","molecular_function",5976
"17108","RYR2","GO:0005262","calcium channel activity","molecular_function",5977
"17109","KCNB1","GO:0005267","potassium channel activity","molecular_function",3319
"17110","KCNH5","GO:0005267","potassium channel activity","molecular_function",3332
"17111","KCNA5","GO:0005267","potassium channel activity","molecular_function",3316
"17112","KCNQ1","GO:0005267","potassium channel activity","molecular_function",3358
"17113","KCNG1","GO:0005267","potassium channel activity","molecular_function",3328
"17114","HCN1","GO:0005267","potassium channel activity","molecular_function",2890
"17115","KCNG3","GO:0005267","potassium channel activity","molecular_function",3329
"17116","KCNIP2","GO:0005267","potassium channel activity","molecular_function",3336
"17117","KCNS1","GO:0005267","potassium channel activity","molecular_function",3362
"17118","KCNT2","GO:0005267","potassium channel activity","molecular_function",3366
"17119","HCN3","GO:0005267","potassium channel activity","molecular_function",2892
"17120","KCNQ2","GO:0005267","potassium channel activity","molecular_function",3360
"17121","KCNC2","GO:0005267","potassium channel activity","molecular_function",3322
"17122","KCNT1","GO:0005267","potassium channel activity","molecular_function",3365
"17123","KCNS3","GO:0005267","potassium channel activity","molecular_function",3364
"17124","KCNC1","GO:0005267","potassium channel activity","molecular_function",3321
"17125","KCNH4","GO:0005267","potassium channel activity","molecular_function",3331
"17126","AQP1","GO:0005267","potassium channel activity","molecular_function",385
"17127","KCNA4","GO:0005267","potassium channel activity","molecular_function",3315
"17128","HCN4","GO:0005267","potassium channel activity","molecular_function",2893
"17129","KCNMA1","GO:0005267","potassium channel activity","molecular_function",3351
"17130","KCNQ5","GO:0005267","potassium channel activity","molecular_function",3361
"17131","KCNV1","GO:0005267","potassium channel activity","molecular_function",3367
"17132","KCNS2","GO:0005267","potassium channel activity","molecular_function",3363
"17133","KCNH6","GO:0005267","potassium channel activity","molecular_function",3333
"17134","KCNC3","GO:0005267","potassium channel activity","molecular_function",3323
"17135","KCNB2","GO:0005267","potassium channel activity","molecular_function",3320
"17136","KCNA2","GO:0005267","potassium channel activity","molecular_function",3313
"17137","KCNK2","GO:0005267","potassium channel activity","molecular_function",3349
"17138","ABCC9","GO:0005267","potassium channel activity","molecular_function",25
"17139","KCNC4","GO:0005267","potassium channel activity","molecular_function",3324
"17140","KCNN2","GO:0005267","potassium channel activity","molecular_function",3355
"17141","HCN2","GO:0005267","potassium channel activity","molecular_function",2891
"17142","KCNK12","GO:0005267","potassium channel activity","molecular_function",3348
"17143","KCNIP1","GO:0005267","potassium channel activity","molecular_function",3335
"17144","KCNA1","GO:0005267","potassium channel activity","molecular_function",3312
"17145","KCNE4","GO:0005267","potassium channel activity","molecular_function",3326
"17146","KCNIP4","GO:0005267","potassium channel activity","molecular_function",3338
"17147","KCNK3","GO:0005267","potassium channel activity","molecular_function",3350
"17148","KCNN4","GO:0005267","potassium channel activity","molecular_function",3357
"17149","KCNIP3","GO:0005267","potassium channel activity","molecular_function",3337
"17150","ABCC8","GO:0005267","potassium channel activity","molecular_function",24
"17151","KCNH7","GO:0005267","potassium channel activity","molecular_function",3334
"17152","KCNA3","GO:0005267","potassium channel activity","molecular_function",3314
"17153","KCNN3","GO:0005267","potassium channel activity","molecular_function",3356
"17154","KCND3","GO:0005267","potassium channel activity","molecular_function",3325
"17155","KCNH1","GO:0005267","potassium channel activity","molecular_function",3330
"17156","KCNK1","GO:0005267","potassium channel activity","molecular_function",3347
"17157","PKD2","GO:0005267","potassium channel activity","molecular_function",5134
"17158","TMEM38A","GO:0005267","potassium channel activity","molecular_function",7100
"17159","HCN1","GO:0005272","sodium channel activity","molecular_function",2890
"17160","ASIC3","GO:0005272","sodium channel activity","molecular_function",500
"17161","HCN3","GO:0005272","sodium channel activity","molecular_function",2892
"17162","ASIC2","GO:0005272","sodium channel activity","molecular_function",499
"17163","CNGB1","GO:0005272","sodium channel activity","molecular_function",1381
"17164","HCN4","GO:0005272","sodium channel activity","molecular_function",2893
"17165","HCN2","GO:0005272","sodium channel activity","molecular_function",2891
"17166","ASIC4","GO:0005272","sodium channel activity","molecular_function",501
"17167","KCNK1","GO:0005272","sodium channel activity","molecular_function",3347
"17168","SLC4A11","GO:0005272","sodium channel activity","molecular_function",6347
"17169","TRPM2","GO:0005272","sodium channel activity","molecular_function",7299
"17170","SCN4B","GO:0005272","sodium channel activity","molecular_function",6047
"17171","SCN2B","GO:0005272","sodium channel activity","molecular_function",6044
"17172","SCN3B","GO:0005272","sodium channel activity","molecular_function",6046
"17173","PKD2L1","GO:0005272","sodium channel activity","molecular_function",5135
"17174","SCN1B","GO:0005272","sodium channel activity","molecular_function",6042
"17175","SCN2A","GO:0005272","sodium channel activity","molecular_function",6043
"17176","SCN8A","GO:0005272","sodium channel activity","molecular_function",6049
"17177","SCN9A","GO:0005272","sodium channel activity","molecular_function",6050
"17178","SCN7A","GO:0005272","sodium channel activity","molecular_function",6048
"17179","SCN3A","GO:0005272","sodium channel activity","molecular_function",6045
"17180","SCN1A","GO:0005272","sodium channel activity","molecular_function",6041
"17181","SLC25A18","GO:0005280","amino acid:proton symporter activity","molecular_function",6273
"17182","SLC25A22","GO:0005280","amino acid:proton symporter activity","molecular_function",6275
"17183","SLC36A1","GO:0005280","amino acid:proton symporter activity","molecular_function",6321
"17184","SLC6A6","GO:0005283","amino acid:sodium symporter activity","molecular_function",6364
"17185","SLC6A13","GO:0005283","amino acid:sodium symporter activity","molecular_function",6359
"17186","SLC38A1","GO:0005283","amino acid:sodium symporter activity","molecular_function",6323
"17187","SLC38A2","GO:0005283","amino acid:sodium symporter activity","molecular_function",6325
"17188","SLC7A1","GO:0005290","L-histidine transmembrane transporter activity","molecular_function",6366
"17189","SLC38A5","GO:0005290","L-histidine transmembrane transporter activity","molecular_function",6326
"17190","SLC15A4","GO:0005290","L-histidine transmembrane transporter activity","molecular_function",6241
"17191","SLC6A15","GO:0005295","neutral L-amino acid:sodium symporter activity","molecular_function",6360
"17192","SLC38A1","GO:0005295","neutral L-amino acid:sodium symporter activity","molecular_function",6323
"17193","SLC38A2","GO:0005295","neutral L-amino acid:sodium symporter activity","molecular_function",6325
"17194","SLC36A1","GO:0005297","proline:proton symporter activity","molecular_function",6321
"17195","SLC6A15","GO:0005298","proline:sodium symporter activity","molecular_function",6360
"17196","SLC38A1","GO:0005298","proline:sodium symporter activity","molecular_function",6323
"17197","SLC38A2","GO:0005298","proline:sodium symporter activity","molecular_function",6325
"17198","SLC6A20","GO:0005298","proline:sodium symporter activity","molecular_function",6363
"17199","SLC6A8","GO:0005308","creatine transmembrane transporter activity","molecular_function",6365
"17200","SLC16A9","GO:0005308","creatine transmembrane transporter activity","molecular_function",6247
"17201","SLC6A13","GO:0005308","creatine transmembrane transporter activity","molecular_function",6359
"17202","SLC6A8","GO:0005309","creatine:sodium symporter activity","molecular_function",6365
"17203","SLC25A18","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6273
"17204","SLC17A6","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6248
"17205","SLC25A13","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6268
"17206","SLC17A8","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6250
"17207","SLC25A22","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6275
"17208","SLC25A12","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6267
"17209","SLC17A7","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6249
"17210","SLC1A6","GO:0005313","L-glutamate transmembrane transporter activity","molecular_function",6255
"17211","SLC1A6","GO:0005314","high-affinity L-glutamate transmembrane transporter activity","molecular_function",6255
"17212","ANKH","GO:0005315","phosphate transmembrane transporter activity","molecular_function",287
"17213","XPR1","GO:0005315","phosphate transmembrane transporter activity","molecular_function",7662
"17214","SLC20A1","GO:0005315","phosphate transmembrane transporter activity","molecular_function",6256
"17215","SLC20A2","GO:0005315","phosphate transmembrane transporter activity","molecular_function",6257
"17216","SLC20A1","GO:0005316","high-affinity phosphate:sodium symporter activity","molecular_function",6256
"17217","ATP8B1","GO:0005319","lipid transporter activity","molecular_function",566
"17218","ABCA5","GO:0005319","lipid transporter activity","molecular_function",12
"17219","APOM","GO:0005319","lipid transporter activity","molecular_function",380
"17220","ABCA9","GO:0005319","lipid transporter activity","molecular_function",15
"17221","ABCA6","GO:0005319","lipid transporter activity","molecular_function",13
"17222","APOE","GO:0005319","lipid transporter activity","molecular_function",376
"17223","GM2A","GO:0005319","lipid transporter activity","molecular_function",2659
"17224","NPC1","GO:0005319","lipid transporter activity","molecular_function",4631
"17225","MTTP","GO:0005319","lipid transporter activity","molecular_function",4354
"17226","SLCO2A1","GO:0005319","lipid transporter activity","molecular_function",6384
"17227","ABCD2","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",26
"17228","ABCD4","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",27
"17229","FABP5","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",2178
"17230","SLC27A2","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",6292
"17231","SLC27A5","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",6294
"17232","MFSD2A","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",4126
"17233","SLC2A1","GO:0005324","long-chain fatty acid transmembrane transporter activity","molecular_function",6297
"17234","CPLX3","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",1482
"17235","SLC17A6","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6248
"17236","SLC6A16","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6361
"17237","SLC17A8","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6250
"17238","SLC17A7","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6249
"17239","SLC29A3","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6295
"17240","SLC6A15","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6360
"17241","SLC29A4","GO:0005326","neurotransmitter transmembrane transporter activity","molecular_function",6296
"17242","SLC6A8","GO:0005332","gamma-aminobutyric acid:sodium:chloride symporter activity","molecular_function",6365
"17243","SLC6A6","GO:0005332","gamma-aminobutyric acid:sodium:chloride symporter activity","molecular_function",6364
"17244","SLC6A12","GO:0005332","gamma-aminobutyric acid:sodium:chloride symporter activity","molecular_function",6358
"17245","SLC6A13","GO:0005332","gamma-aminobutyric acid:sodium:chloride symporter activity","molecular_function",6359
"17246","SLC29A3","GO:0005337","nucleoside transmembrane transporter activity","molecular_function",6295
"17247","SLC29A4","GO:0005337","nucleoside transmembrane transporter activity","molecular_function",6296
"17248","SLC35E3","GO:0005338","nucleotide-sugar transmembrane transporter activity","molecular_function",6317
"17249","SLC29A4","GO:0005342","organic acid transmembrane transporter activity","molecular_function",6296
"17250","CYGB","GO:0005344","oxygen carrier activity","molecular_function",1604
"17251","HBG1","GO:0005344","oxygen carrier activity","molecular_function",2882
"17252","HBZ","GO:0005344","oxygen carrier activity","molecular_function",2886
"17253","HBM","GO:0005344","oxygen carrier activity","molecular_function",2883
"17254","HBQ1","GO:0005344","oxygen carrier activity","molecular_function",2885
"17255","IPCEF1","GO:0005344","oxygen carrier activity","molecular_function",3210
"17256","NGB","GO:0005344","oxygen carrier activity","molecular_function",4554
"17257","AQP9","GO:0005345","purine nucleobase transmembrane transporter activity","molecular_function",388
"17258","ANKH","GO:0005347","ATP transmembrane transporter activity","molecular_function",287
"17259","SLC25A25","GO:0005347","ATP transmembrane transporter activity","molecular_function",6277
"17260","SLC25A17","GO:0005347","ATP transmembrane transporter activity","molecular_function",6272
"17261","SLC25A41","GO:0005347","ATP transmembrane transporter activity","molecular_function",6284
"17262","SLC25A23","GO:0005347","ATP transmembrane transporter activity","molecular_function",6276
"17263","PANX1","GO:0005347","ATP transmembrane transporter activity","molecular_function",4878
"17264","AQP9","GO:0005350","pyrimidine nucleobase transmembrane transporter activity","molecular_function",388
"17265","SLC2A10","GO:0005351","carbohydrate:proton symporter activity","molecular_function",6298
"17266","SLC2A8","GO:0005353","fructose transmembrane transporter activity","molecular_function",6304
"17267","SLC2A11","GO:0005353","fructose transmembrane transporter activity","molecular_function",6299
"17268","SLC2A5","GO:0005353","fructose transmembrane transporter activity","molecular_function",6303
"17269","SLC2A8","GO:0005355","glucose transmembrane transporter activity","molecular_function",6304
"17270","SLC2A11","GO:0005355","glucose transmembrane transporter activity","molecular_function",6299
"17271","SLC2A5","GO:0005355","glucose transmembrane transporter activity","molecular_function",6303
"17272","SLC2A12","GO:0005355","glucose transmembrane transporter activity","molecular_function",6300
"17273","MFSD4B","GO:0005355","glucose transmembrane transporter activity","molecular_function",4128
"17274","SLC2A1","GO:0005355","glucose transmembrane transporter activity","molecular_function",6297
"17275","MFSD4A","GO:0005355","glucose transmembrane transporter activity","molecular_function",4127
"17276","SLC45A1","GO:0005356","glucose:proton symporter activity","molecular_function",6339
"17277","SLC5A11","GO:0005365","myo-inositol transmembrane transporter activity","molecular_function",6355
"17278","SLC2A13","GO:0005365","myo-inositol transmembrane transporter activity","molecular_function",6301
"17279","SLC2A13","GO:0005366","myo-inositol:proton symporter activity","molecular_function",6301
"17280","SLC16A6","GO:0005368","taurine transmembrane transporter activity","molecular_function",6244
"17281","SLC6A6","GO:0005368","taurine transmembrane transporter activity","molecular_function",6364
"17282","SLC36A1","GO:0005368","taurine transmembrane transporter activity","molecular_function",6321
"17283","SLC6A13","GO:0005368","taurine transmembrane transporter activity","molecular_function",6359
"17284","SLC6A6","GO:0005369","taurine:sodium symporter activity","molecular_function",6364
"17285","SLC6A13","GO:0005369","taurine:sodium symporter activity","molecular_function",6359
"17286","AQP1","GO:0005372","water transmembrane transporter activity","molecular_function",385
"17287","SLC4A11","GO:0005372","water transmembrane transporter activity","molecular_function",6347
"17288","SLC14A1","GO:0005372","water transmembrane transporter activity","molecular_function",6238
"17289","ATP7B","GO:0005375","copper ion transmembrane transporter activity","molecular_function",563
"17290","SLC46A3","GO:0005375","copper ion transmembrane transporter activity","molecular_function",6343
"17291","SLC31A2","GO:0005375","copper ion transmembrane transporter activity","molecular_function",6309
"17292","SLC39A11","GO:0005375","copper ion transmembrane transporter activity","molecular_function",6328
"17293","TTYH1","GO:0005381","iron ion transmembrane transporter activity","molecular_function",7361
"17294","SLC40A1","GO:0005381","iron ion transmembrane transporter activity","molecular_function",6336
"17295","SLC25A37","GO:0005381","iron ion transmembrane transporter activity","molecular_function",6282
"17296","SLC39A14","GO:0005381","iron ion transmembrane transporter activity","molecular_function",6331
"17297","TRPM2","GO:0005384","manganese ion transmembrane transporter activity","molecular_function",7299
"17298","TMEM165","GO:0005384","manganese ion transmembrane transporter activity","molecular_function",7050
"17299","SLC39A14","GO:0005384","manganese ion transmembrane transporter activity","molecular_function",6331
"17300","SLC30A10","GO:0005384","manganese ion transmembrane transporter activity","molecular_function",6305
"17301","SLC39A6","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6333
"17302","SLC39A12","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6329
"17303","SLC39A10","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6327
"17304","SLC39A7","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6334
"17305","SLC39A8","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6335
"17306","SLC39A13","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6330
"17307","SLC30A5","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6308
"17308","SLC39A11","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6328
"17309","SLC30A4","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6307
"17310","SLC39A4","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6332
"17311","SLC39A14","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6331
"17312","SLC30A3","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6306
"17313","SLC30A10","GO:0005385","zinc ion transmembrane transporter activity","molecular_function",6305
"17314","ATP2C2","GO:0005388","P-type calcium transporter activity","molecular_function",544
"17315","ATP2C1","GO:0005388","P-type calcium transporter activity","molecular_function",543
"17316","ATP2B3","GO:0005388","P-type calcium transporter activity","molecular_function",541
"17317","ATP2A2","GO:0005388","P-type calcium transporter activity","molecular_function",538
"17318","ATP2B1","GO:0005388","P-type calcium transporter activity","molecular_function",539
"17319","ATP2B2","GO:0005388","P-type calcium transporter activity","molecular_function",540
"17320","ATP2B4","GO:0005388","P-type calcium transporter activity","molecular_function",542
"17321","ATP1A1","GO:0005391","P-type sodium:potassium-exchanging transporter activity","molecular_function",533
"17322","ATP1A3","GO:0005391","P-type sodium:potassium-exchanging transporter activity","molecular_function",534
"17323","ATP4A","GO:0005391","P-type sodium:potassium-exchanging transporter activity","molecular_function",545
"17324","ATP1B1","GO:0005391","P-type sodium:potassium-exchanging transporter activity","molecular_function",536
"17325","ATP1A4","GO:0005391","P-type sodium:potassium-exchanging transporter activity","molecular_function",535
"17326","SLC5A11","GO:0005412","glucose:sodium symporter activity","molecular_function",6355
"17327","SLC8A3","GO:0005432","calcium:sodium antiporter activity","molecular_function",6376
"17328","SLC8B1","GO:0005432","calcium:sodium antiporter activity","molecular_function",6377
"17329","SLC8A2","GO:0005432","calcium:sodium antiporter activity","molecular_function",6375
"17330","SLC8A1","GO:0005432","calcium:sodium antiporter activity","molecular_function",6374
"17331","SLC17A6","GO:0005436","sodium:phosphate symporter activity","molecular_function",6248
"17332","SLC17A8","GO:0005436","sodium:phosphate symporter activity","molecular_function",6250
"17333","SLC17A7","GO:0005436","sodium:phosphate symporter activity","molecular_function",6249
"17334","SLC20A1","GO:0005436","sodium:phosphate symporter activity","molecular_function",6256
"17335","SLC20A2","GO:0005436","sodium:phosphate symporter activity","molecular_function",6257
"17336","SLC4A11","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6347
"17337","SLC4A8","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6352
"17338","SLC25A14","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6269
"17339","SLC4A9","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6353
"17340","SLC4A10","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6346
"17341","SLC4A2","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6348
"17342","SLC4A3","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6349
"17343","SLC26A6","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6290
"17344","SLC4A4","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6350
"17345","SLC4A7","GO:0005452","solute:inorganic anion antiporter activity","molecular_function",6351
"17346","SLC35A1","GO:0005456","CMP-N-acetylneuraminate transmembrane transporter activity","molecular_function",6310
"17347","SLC35C1","GO:0005457","GDP-fucose transmembrane transporter activity","molecular_function",6316
"17348","SLC35A2","GO:0005459","UDP-galactose transmembrane transporter activity","molecular_function",6311
"17349","TMEM241","GO:0005462","UDP-N-acetylglucosamine transmembrane transporter activity","molecular_function",7088
"17350","SLC35B4","GO:0005462","UDP-N-acetylglucosamine transmembrane transporter activity","molecular_function",6315
"17351","SLC35B4","GO:0005464","UDP-xylose transmembrane transporter activity","molecular_function",6315
"17352","SLC25A5","GO:0005471","ATP:ADP antiporter activity","molecular_function",6285
"17353","SLC16A7","GO:0005477","pyruvate secondary active transmembrane transporter activity","molecular_function",6245
"17354","NAPG","GO:0005483","soluble NSF attachment protein activity","molecular_function",4450
"17355","NAPB","GO:0005483","soluble NSF attachment protein activity","molecular_function",4448
"17356","NAPA","GO:0005483","soluble NSF attachment protein activity","molecular_function",4447
"17357","GOSR2","GO:0005484","SNAP receptor activity","molecular_function",2707
"17358","VAMP7","GO:0005484","SNAP receptor activity","molecular_function",7517
"17359","STX7","GO:0005484","SNAP receptor activity","molecular_function",6721
"17360","STX1B","GO:0005484","SNAP receptor activity","molecular_function",6719
"17361","VTI1B","GO:0005484","SNAP receptor activity","molecular_function",7571
"17362","STX8","GO:0005484","SNAP receptor activity","molecular_function",6722
"17363","STX1A","GO:0005484","SNAP receptor activity","molecular_function",6718
"17364","YKT6","GO:0005484","SNAP receptor activity","molecular_function",7674
"17365","STX16","GO:0005484","SNAP receptor activity","molecular_function",6715
"17366","SNAP25","GO:0005484","SNAP receptor activity","molecular_function",6451
"17367","SEC22B","GO:0005484","SNAP receptor activity","molecular_function",6076
"17368","VAMP1","GO:0005484","SNAP receptor activity","molecular_function",7515
"17369","STX19","GO:0005484","SNAP receptor activity","molecular_function",6717
"17370","STX12","GO:0005484","SNAP receptor activity","molecular_function",6714
"17371","STX2","GO:0005484","SNAP receptor activity","molecular_function",6720
"17372","VAMP8","GO:0005484","SNAP receptor activity","molecular_function",7518
"17373","VAMP2","GO:0005484","SNAP receptor activity","molecular_function",7516
"17374","SEC22A","GO:0005484","SNAP receptor activity","molecular_function",6075
"17375","TSNARE1","GO:0005484","SNAP receptor activity","molecular_function",7317
"17376","ESRRB","GO:0005496","steroid binding","molecular_function",2141
"17377","ESRRA","GO:0005496","steroid binding","molecular_function",2140
"17378","AR","GO:0005496","steroid binding","molecular_function",389
"17379","GPER1","GO:0005496","steroid binding","molecular_function",2721
"17380","HSD11B1","GO:0005496","steroid binding","molecular_function",3027
"17381","ESRRG","GO:0005496","steroid binding","molecular_function",2142
"17382","PAQR8","GO:0005496","steroid binding","molecular_function",4884
"17383","NR3C2","GO:0005496","steroid binding","molecular_function",4665
"17384","NR3C1","GO:0005496","steroid binding","molecular_function",4664
"17385","PGRMC1","GO:0005496","steroid binding","molecular_function",5059
"17386","PGRMC2","GO:0005496","steroid binding","molecular_function",5060
"17387","PAQR9","GO:0005496","steroid binding","molecular_function",4885
"17388","PAQR6","GO:0005496","steroid binding","molecular_function",4883
"17389","AR","GO:0005497","androgen binding","molecular_function",389
"17390","ALDH1A1","GO:0005497","androgen binding","molecular_function",230
"17391","CALB1","GO:0005499","vitamin D binding","molecular_function",921
"17392","CRABP1","GO:0005501","retinoid binding","molecular_function",1498
"17393","RBP7","GO:0005501","retinoid binding","molecular_function",5681
"17394","RBP4","GO:0005501","retinoid binding","molecular_function",5680
"17395","RBP1","GO:0005501","retinoid binding","molecular_function",5679
"17396","OPN4","GO:0005502","11-cis retinal binding","molecular_function",4796
"17397","RLBP1","GO:0005502","11-cis retinal binding","molecular_function",5805
"17398","OPN3","GO:0005502","11-cis retinal binding","molecular_function",4795
"17399","OPN3","GO:0005503","all-trans retinal binding","molecular_function",4795
"17400","FFAR4","GO:0005504","fatty acid binding","molecular_function",2375
"17401","FABP7","GO:0005504","fatty acid binding","molecular_function",2181
"17402","ACOX2","GO:0005504","fatty acid binding","molecular_function",67
"17403","FABP6","GO:0005504","fatty acid binding","molecular_function",2180
"17404","CRABP1","GO:0005504","fatty acid binding","molecular_function",1498
"17405","APOC1","GO:0005504","fatty acid binding","molecular_function",375
"17406","GSTP1","GO:0005504","fatty acid binding","molecular_function",2827
"17407","FABP5","GO:0005504","fatty acid binding","molecular_function",2178
"17408","ADH5","GO:0005504","fatty acid binding","molecular_function",146
"17409","ACOX3","GO:0005504","fatty acid binding","molecular_function",68
"17410","GSTM2","GO:0005504","fatty acid binding","molecular_function",2822
"17411","RBP7","GO:0005504","fatty acid binding","molecular_function",5681
"17412","RBP1","GO:0005504","fatty acid binding","molecular_function",5679
"17413","ISCA2","GO:0005506","iron ion binding","molecular_function",3231
"17414","ALOX5","GO:0005506","iron ion binding","molecular_function",252
"17415","FECH","GO:0005506","iron ion binding","molecular_function",2367
"17416","CYP26A1","GO:0005506","iron ion binding","molecular_function",1608
"17417","FA2H","GO:0005506","iron ion binding","molecular_function",2175
"17418","CIAPIN1","GO:0005506","iron ion binding","molecular_function",1304
"17419","BBOX1","GO:0005506","iron ion binding","molecular_function",633
"17420","ADI1","GO:0005506","iron ion binding","molecular_function",147
"17421","ACO2","GO:0005506","iron ion binding","molecular_function",63
"17422","FDX1","GO:0005506","iron ion binding","molecular_function",2364
"17423","CH25H","GO:0005506","iron ion binding","molecular_function",1247
"17424","KDM7A","GO:0005506","iron ion binding","molecular_function",3385
"17425","CYGB","GO:0005506","iron ion binding","molecular_function",1604
"17426","HBZ","GO:0005506","iron ion binding","molecular_function",2886
"17427","HBQ1","GO:0005506","iron ion binding","molecular_function",2885
"17428","CYP2E1","GO:0005506","iron ion binding","molecular_function",1611
"17429","ISCU","GO:0005506","iron ion binding","molecular_function",3232
"17430","EGLN1","GO:0005506","iron ion binding","molecular_function",1988
"17431","CYP51A1","GO:0005506","iron ion binding","molecular_function",1616
"17432","CYP46A1","GO:0005506","iron ion binding","molecular_function",1612
"17433","CYP4X1","GO:0005506","iron ion binding","molecular_function",1614
"17434","CYP4Z1","GO:0005506","iron ion binding","molecular_function",1615
"17435","CYP4V2","GO:0005506","iron ion binding","molecular_function",1613
"17436","ADO","GO:0005506","iron ion binding","molecular_function",155
"17437","CYP27A1","GO:0005506","iron ion binding","molecular_function",1610
"17438","CYP26B1","GO:0005506","iron ion binding","molecular_function",1609
"17439","ETHE1","GO:0005506","iron ion binding","molecular_function",2147
"17440","CDO1","GO:0005506","iron ion binding","molecular_function",1170
"17441","HAAO","GO:0005506","iron ion binding","molecular_function",2860
"17442","ALKBH8","GO:0005506","iron ion binding","molecular_function",251
"17443","FTL","GO:0005506","iron ion binding","molecular_function",2501
"17444","FTH1","GO:0005506","iron ion binding","molecular_function",2500
"17445","CYP1B1","GO:0005506","iron ion binding","molecular_function",1606
"17446","PTGIS","GO:0005506","iron ion binding","molecular_function",5478
"17447","PLOD3","GO:0005506","iron ion binding","molecular_function",5191
"17448","SC5D","GO:0005506","iron ion binding","molecular_function",6022
"17449","PAH","GO:0005506","iron ion binding","molecular_function",4866
"17450","OGFOD3","GO:0005506","iron ion binding","molecular_function",4777
"17451","P3H2","GO:0005506","iron ion binding","molecular_function",4851
"17452","PHF8","GO:0005506","iron ion binding","molecular_function",5071
"17453","P3H3","GO:0005506","iron ion binding","molecular_function",4852
"17454","PPEF1","GO:0005506","iron ion binding","molecular_function",5281
"17455","P4HA2","GO:0005506","iron ion binding","molecular_function",4853
"17456","TYW5","GO:0005506","iron ion binding","molecular_function",7401
"17457","MSMO1","GO:0005506","iron ion binding","molecular_function",4310
"17458","SCD","GO:0005506","iron ion binding","molecular_function",6031
"17459","P3H1","GO:0005506","iron ion binding","molecular_function",4850
"17460","OGFOD2","GO:0005506","iron ion binding","molecular_function",4776
"17461","MELTF","GO:0005506","iron ion binding","molecular_function",4095
"17462","RIOX2","GO:0005506","iron ion binding","molecular_function",5799
"17463","F8","GO:0005507","copper ion binding","molecular_function",2174
"17464","ATP7B","GO:0005507","copper ion binding","molecular_function",563
"17465","ANG","GO:0005507","copper ion binding","molecular_function",277
"17466","COX11","GO:0005507","copper ion binding","molecular_function",1471
