"","external_gene_name","go_id","name_1006","namespace_1003","Index"
"1","AKT3","GO:0000002","mitochondrial genome maintenance","biological_process",228
"2","LONP1","GO:0000002","mitochondrial genome maintenance","biological_process",3809
"3","TYMP","GO:0000002","mitochondrial genome maintenance","biological_process",7397
"4","PIF1","GO:0000002","mitochondrial genome maintenance","biological_process",5097
"5","SLC25A36","GO:0000002","mitochondrial genome maintenance","biological_process",6281
"6","MEF2A","GO:0000002","mitochondrial genome maintenance","biological_process",4087
"7","ASTE1","GO:0000014","single-stranded DNA endodeoxyribonuclease activity","molecular_function",512
"8","ERCC4","GO:0000014","single-stranded DNA endodeoxyribonuclease activity","molecular_function",2118
"9","EXOG","GO:0000014","single-stranded DNA endodeoxyribonuclease activity","molecular_function",2161
"10","ENO2","GO:0000015","phosphopyruvate hydratase complex","cellular_component",2072
"11","ENO4","GO:0000015","phosphopyruvate hydratase complex","cellular_component",2074
"12","ENO3","GO:0000015","phosphopyruvate hydratase complex","cellular_component",2073
"13","ENO1","GO:0000015","phosphopyruvate hydratase complex","cellular_component",2071
"14","IL7R","GO:0000018","regulation of DNA recombination","biological_process",3171
"15","PRC1","GO:0000022","mitotic spindle elongation","biological_process",5358
"16","GANC","GO:0000023","maltose metabolic process","biological_process",2561
"17","NOP53","GO:0000027","ribosomal large subunit assembly","biological_process",4615
"18","RPL23A","GO:0000027","ribosomal large subunit assembly","biological_process",5875
"19","NLE1","GO:0000027","ribosomal large subunit assembly","biological_process",4590
"20","NOP2","GO:0000027","ribosomal large subunit assembly","biological_process",4614
"21","RRS1","GO:0000027","ribosomal large subunit assembly","biological_process",5935
"22","RRP7A","GO:0000028","ribosomal small subunit assembly","biological_process",5933
"23","RPS27","GO:0000028","ribosomal small subunit assembly","biological_process",5911
"24","RPS19","GO:0000028","ribosomal small subunit assembly","biological_process",5905
"25","ALG3","GO:0000030","mannosyltransferase activity","molecular_function",244
"26","DPY19L1","GO:0000030","mannosyltransferase activity","molecular_function",1865
"27","DPY19L2","GO:0000030","mannosyltransferase activity","molecular_function",1867
"28","DPY19L4","GO:0000030","mannosyltransferase activity","molecular_function",1872
"29","TMTC4","GO:0000030","mannosyltransferase activity","molecular_function",7146
"30","POMT1","GO:0000030","mannosyltransferase activity","molecular_function",5257
"31","TMTC1","GO:0000030","mannosyltransferase activity","molecular_function",7144
"32","TMTC2","GO:0000030","mannosyltransferase activity","molecular_function",7145
"33","ALG3","GO:0000033","alpha-1,3-mannosyltransferase activity","molecular_function",244
"34","ALG2","GO:0000033","alpha-1,3-mannosyltransferase activity","molecular_function",243
"35","ACOX2","GO:0000038","very long-chain fatty acid metabolic process","biological_process",67
"36","ACSL6","GO:0000038","very long-chain fatty acid metabolic process","biological_process",75
"37","ABCD2","GO:0000038","very long-chain fatty acid metabolic process","biological_process",26
"38","HSD17B4","GO:0000038","very long-chain fatty acid metabolic process","biological_process",3033
"39","ACOT2","GO:0000038","very long-chain fatty acid metabolic process","biological_process",65
"40","ACSL1","GO:0000038","very long-chain fatty acid metabolic process","biological_process",72
"41","SLC27A2","GO:0000038","very long-chain fatty acid metabolic process","biological_process",6292
"42","PEX2","GO:0000038","very long-chain fatty acid metabolic process","biological_process",5040
"43","SLC27A5","GO:0000038","very long-chain fatty acid metabolic process","biological_process",6294
"44","ATG16L1","GO:0000045","autophagosome assembly","biological_process",524
"45","BECN1","GO:0000045","autophagosome assembly","biological_process",665
"46","BAG3","GO:0000045","autophagosome assembly","biological_process",618
"47","MAP1LC3B2","GO:0000045","autophagosome assembly","biological_process",3969
"48","MAP1LC3A","GO:0000045","autophagosome assembly","biological_process",3967
"49","EPM2A","GO:0000045","autophagosome assembly","biological_process",2109
"50","ATG4D","GO:0000045","autophagosome assembly","biological_process",525
"51","GABARAP","GO:0000045","autophagosome assembly","biological_process",2527
"52","ATP2A2","GO:0000045","autophagosome assembly","biological_process",538
"53","MAP1LC3B","GO:0000045","autophagosome assembly","biological_process",3968
"54","ATG7","GO:0000045","autophagosome assembly","biological_process",526
"55","NSFL1C","GO:0000045","autophagosome assembly","biological_process",4691
"56","WIPI1","GO:0000045","autophagosome assembly","biological_process",7631
"57","UBQLN2","GO:0000045","autophagosome assembly","biological_process",7435
"58","TRIM32","GO:0000045","autophagosome assembly","biological_process",7260
"59","RAB23","GO:0000045","autophagosome assembly","biological_process",5559
"60","TP53INP2","GO:0000045","autophagosome assembly","biological_process",7202
"61","PACS2","GO:0000045","autophagosome assembly","biological_process",4858
"62","WDR45B","GO:0000045","autophagosome assembly","biological_process",7605
"63","WDR45","GO:0000045","autophagosome assembly","biological_process",7604
"64","ULK1","GO:0000045","autophagosome assembly","biological_process",7457
"65","ULK3","GO:0000045","autophagosome assembly","biological_process",7458
"66","STX12","GO:0000045","autophagosome assembly","biological_process",6714
"67","WIPI2","GO:0000045","autophagosome assembly","biological_process",7632
"68","VMP1","GO:0000045","autophagosome assembly","biological_process",7550
"69","GGT1","GO:0000048","peptidyltransferase activity","molecular_function",2608
"70","GGT5","GO:0000048","peptidyltransferase activity","molecular_function",2610
"71","EIF1AY","GO:0000049","tRNA binding","molecular_function",2003
"72","C6orf52","GO:0000049","tRNA binding","molecular_function",862
"73","GTPBP1","GO:0000049","tRNA binding","molecular_function",2840
"74","HSD17B10","GO:0000049","tRNA binding","molecular_function",3029
"75","EARS2","GO:0000049","tRNA binding","molecular_function",1939
"76","EIF1AX","GO:0000049","tRNA binding","molecular_function",2002
"77","IFIT5","GO:0000049","tRNA binding","molecular_function",3115
"78","EIF2A","GO:0000049","tRNA binding","molecular_function",2005
"79","ALKBH8","GO:0000049","tRNA binding","molecular_function",251
"80","ELP3","GO:0000049","tRNA binding","molecular_function",2042
"81","IARS2","GO:0000049","tRNA binding","molecular_function",3079
"82","TRMU","GO:0000049","tRNA binding","molecular_function",7292
"83","THG1L","GO:0000049","tRNA binding","molecular_function",6957
"84","TRMT11","GO:0000049","tRNA binding","molecular_function",7286
"85","METTL1","GO:0000049","tRNA binding","molecular_function",4105
"86","TRMT10A","GO:0000049","tRNA binding","molecular_function",7285
"87","NEMF","GO:0000049","tRNA binding","molecular_function",4527
"88","NSUN6","GO:0000049","tRNA binding","molecular_function",4702
"89","TYW5","GO:0000049","tRNA binding","molecular_function",7401
"90","PUS1","GO:0000049","tRNA binding","molecular_function",5525
"91","SLFN11","GO:0000049","tRNA binding","molecular_function",6389
"92","NSUN3","GO:0000049","tRNA binding","molecular_function",4699
"93","WDR6","GO:0000049","tRNA binding","molecular_function",7609
"94","QTRT2","GO:0000049","tRNA binding","molecular_function",5550
"95","TRMT9B","GO:0000049","tRNA binding","molecular_function",7291
"96","ARG2","GO:0000050","urea cycle","biological_process",398
"97","ASS1","GO:0000050","urea cycle","biological_process",511
"98","ASL","GO:0000050","urea cycle","biological_process",502
"99","CEBPA","GO:0000050","urea cycle","biological_process",1178
"100","AGMAT","GO:0000050","urea cycle","biological_process",183
"101","SLC25A15","GO:0000050","urea cycle","biological_process",6270
"102","ASS1","GO:0000052","citrulline metabolic process","biological_process",511
"103","DDAH2","GO:0000052","citrulline metabolic process","biological_process",1682
"104","DDAH1","GO:0000052","citrulline metabolic process","biological_process",1681
"105","ASS1","GO:0000053","argininosuccinate metabolic process","biological_process",511
"106","EIF6","GO:0000054","ribosomal subunit export from nucleus","biological_process",2019
"107","LSG1","GO:0000054","ribosomal subunit export from nucleus","biological_process",3882
"108","RAN","GO:0000054","ribosomal subunit export from nucleus","biological_process",5605
"109","NPM1","GO:0000055","ribosomal large subunit export from nucleus","biological_process",4639
"110","RAN","GO:0000055","ribosomal large subunit export from nucleus","biological_process",5605
"111","NUP88","GO:0000055","ribosomal large subunit export from nucleus","biological_process",4748
"112","LTV1","GO:0000056","ribosomal small subunit export from nucleus","biological_process",3894
"113","NPM1","GO:0000056","ribosomal small subunit export from nucleus","biological_process",4639
"114","RAN","GO:0000056","ribosomal small subunit export from nucleus","biological_process",5605
"115","NUP88","GO:0000056","ribosomal small subunit export from nucleus","biological_process",4748
"116","ECI2","GO:0000062","fatty-acyl-CoA binding","molecular_function",1948
"117","ACADL","GO:0000062","fatty-acyl-CoA binding","molecular_function",52
"118","DBI","GO:0000062","fatty-acyl-CoA binding","molecular_function",1642
"119","SOAT1","GO:0000062","fatty-acyl-CoA binding","molecular_function",6496
"120","SCP2","GO:0000062","fatty-acyl-CoA binding","molecular_function",6052
"121","SLC7A1","GO:0000064","L-ornithine transmembrane transporter activity","molecular_function",6366
"122","SLC25A15","GO:0000064","L-ornithine transmembrane transporter activity","molecular_function",6270
"123","KNTC1","GO:0000070","mitotic sister chromatid segregation","biological_process",3491
"124","CDCA8","GO:0000070","mitotic sister chromatid segregation","biological_process",1136
"125","ZWINT","GO:0000070","mitotic sister chromatid segregation","biological_process",7970
"126","NIPBL","GO:0000070","mitotic sister chromatid segregation","biological_process",4572
"127","SMC1A","GO:0000070","mitotic sister chromatid segregation","biological_process",6414
"128","WAPL","GO:0000070","mitotic sister chromatid segregation","biological_process",7582
"129","SPAG5","GO:0000070","mitotic sister chromatid segregation","biological_process",6537
"130","SKA2","GO:0000070","mitotic sister chromatid segregation","biological_process",6224
"131","NEK2","GO:0000070","mitotic sister chromatid segregation","biological_process",4521
"132","PPP1CC","GO:0000070","mitotic sister chromatid segregation","biological_process",5307
"133","RAN","GO:0000070","mitotic sister chromatid segregation","biological_process",5605
"134","CLSPN","GO:0000076","DNA replication checkpoint signaling","biological_process",1356
"135","DNA2","GO:0000076","DNA replication checkpoint signaling","biological_process",1796
"136","CDT1","GO:0000076","DNA replication checkpoint signaling","biological_process",1175
"137","CDC6","GO:0000076","DNA replication checkpoint signaling","biological_process",1133
"138","RAD17","GO:0000076","DNA replication checkpoint signaling","biological_process",5591
"139","MDC1","GO:0000076","DNA replication checkpoint signaling","biological_process",4066
"140","E2F1","GO:0000077","DNA damage checkpoint signaling","biological_process",1934
"141","DONSON","GO:0000077","DNA damage checkpoint signaling","biological_process",1849
"142","GNB1L","GO:0000077","DNA damage checkpoint signaling","biological_process",2676
"143","MAP3K20","GO:0000077","DNA damage checkpoint signaling","biological_process",3982
"144","CLSPN","GO:0000077","DNA damage checkpoint signaling","biological_process",1356
"145","CHEK2","GO:0000077","DNA damage checkpoint signaling","biological_process",1264
"146","LYN","GO:0000077","DNA damage checkpoint signaling","biological_process",3908
"147","DOT1L","GO:0000077","DNA damage checkpoint signaling","biological_process",1850
"148","CHEK1","GO:0000077","DNA damage checkpoint signaling","biological_process",1263
"149","RPA4","GO:0000077","DNA damage checkpoint signaling","biological_process",5863
"150","RAD17","GO:0000077","DNA damage checkpoint signaling","biological_process",5591
"151","UFL1","GO:0000077","DNA damage checkpoint signaling","biological_process",7447
"152","RAD1","GO:0000077","DNA damage checkpoint signaling","biological_process",5590
"153","PTPN11","GO:0000077","DNA damage checkpoint signaling","biological_process",5489
"154","USP28","GO:0000077","DNA damage checkpoint signaling","biological_process",7494
"155","TP53BP1","GO:0000077","DNA damage checkpoint signaling","biological_process",7198
"156","GTPBP4","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",2841
"157","ACTB","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",79
"158","CDKN2C","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1168
"159","HERC5","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",2917
"160","CDKN2D","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1169
"161","CCNY","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1076
"162","CDKN1B","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1163
"163","BLM","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",687
"164","CCNE2","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1067
"165","CCNT1","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1075
"166","DIRAS3","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1763
"167","CDC6","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1133
"168","CCNYL1","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process",1077
"169","BCL2","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",646
"170","CUL4A","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1579
"171","CACUL1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",915
"172","BCAT1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",641
"173","ID4","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",3089
"174","CCNE1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1066
"175","CDC34","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1123
"176","BTN2A2","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",738
"177","CAMK2A","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",936
"178","CDKN1B","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1163
"179","ITGB1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",3252
"180","EIF4E","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",2010
"181","CCND1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1064
"182","CUL3","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1578
"183","CCNE2","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1067
"184","E2F3","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",1935
"185","EIF4EBP1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",2014
"186","TRIM71","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",7276
"187","PPP3CA","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5338
"188","PPP6C","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5346
"189","PHF8","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5071
"190","PLK2","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5188
"191","PIM2","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5112
"192","USP37","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",7502
"193","PIAS1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5091
"194","TAF10","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",6814
"195","RCC1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5688
"196","MYC","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",4380
"197","RPS6KB1","GO:0000082","G1/S transition of mitotic cell cycle","biological_process",5918
"198","BRSK2","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",721
"199","BRSK1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",720
"200","CALM3","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",929
"201","FBXL15","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",2331
"202","CDK14","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",1154
"203","CHEK2","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",1264
"204","CCNB1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",1062
"205","CCNY","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",1076
"206","CCDC57","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",1031
"207","ARPP19","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",474
"208","ENSA","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",2081
"209","LCMT1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",3559
"210","CHEK1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",1263
"211","PLCB1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",5158
"212","WNT10B","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",7637
"213","UBE2A","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",7407
"214","PPME1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",5305
"215","MTA3","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",4328
"216","USH1C","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",7482
"217","PPM1D","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",5298
"218","TPD52L1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",7208
"219","PBX1","GO:0000086","G2/M transition of mitotic cell cycle","biological_process",4913
"220","SLC25A26","GO:0000095","S-adenosyl-L-methionine transmembrane transporter activity","molecular_function",6278
"221","CDO1","GO:0000097","sulfur amino acid biosynthetic process","biological_process",1170
"222","PAPSS2","GO:0000103","sulfate assimilation","biological_process",4881
"223","MTHFD2L","GO:0000105","histidine biosynthetic process","biological_process",4340
"224","ERCC4","GO:0000109","nucleotide-excision repair complex","cellular_component",2118
"225","ERCC4","GO:0000110","nucleotide-excision repair factor 1 complex","cellular_component",2118
"226","XPA","GO:0000110","nucleotide-excision repair factor 1 complex","cellular_component",7660
"227","HDAC8","GO:0000118","histone deacetylase complex","cellular_component",2898
"228","JMJD1C","GO:0000118","histone deacetylase complex","cellular_component",3282
"229","CBX5","GO:0000118","histone deacetylase complex","cellular_component",989
"230","HDAC9","GO:0000118","histone deacetylase complex","cellular_component",2899
"231","HDAC4","GO:0000118","histone deacetylase complex","cellular_component",2895
"232","HR","GO:0000118","histone deacetylase complex","cellular_component",3010
"233","HDAC5","GO:0000118","histone deacetylase complex","cellular_component",2896
"234","TBL1Y","GO:0000118","histone deacetylase complex","cellular_component",6874
"235","SAP18","GO:0000118","histone deacetylase complex","cellular_component",6002
"236","NRIP1","GO:0000118","histone deacetylase complex","cellular_component",4678
"237","MBD2","GO:0000118","histone deacetylase complex","cellular_component",4034
"238","SAP30L","GO:0000118","histone deacetylase complex","cellular_component",6005
"239","TBL1X","GO:0000118","histone deacetylase complex","cellular_component",6873
"240","SAP30","GO:0000118","histone deacetylase complex","cellular_component",6003
"241","MECOM","GO:0000118","histone deacetylase complex","cellular_component",4077
"242","RBBP7","GO:0000118","histone deacetylase complex","cellular_component",5655
"243","RBBP4","GO:0000118","histone deacetylase complex","cellular_component",5653
"244","TRERF1","GO:0000118","histone deacetylase complex","cellular_component",7245
"245","RCOR3","GO:0000118","histone deacetylase complex","cellular_component",5696
"246","ZNF541","GO:0000118","histone deacetylase complex","cellular_component",7878
"247","SATB2","GO:0000118","histone deacetylase complex","cellular_component",6016
"248","TAF1A","GO:0000120","RNA polymerase I transcription regulator complex","cellular_component",6817
"249","PGP","GO:0000121","glycerol-1-phosphatase activity","molecular_function",5058
"250","KLF5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3451
"251","FOXO1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2472
"252","ETS2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2150
"253","IMPACT","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3179
"254","BMP2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",692
"255","INSM1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3199
"256","CBX7","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",990
"257","FGF9","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2390
"258","MAGEL2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3942
"259","FOXS1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2477
"260","MAGEH1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3941
"261","KLF8","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3453
"262","HDAC8","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2898
"263","DKK1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1771
"264","E2F1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1934
"265","FOXK1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2468
"266","EDNRB","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1960
"267","HHEX","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2934
"268","LDB2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3565
"269","DACH1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1626
"270","MAFB","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3934
"271","CPEB3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1478
"272","ETV6","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2153
"273","KLF12","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3446
"274","ISL1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3234
"275","KLF3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3449
"276","COQ7","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1462
"277","KLF4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3450
"278","ING1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3184
"279","HMGB1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2977
"280","FOXQ1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2475
"281","EHMT1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1997
"282","JARID2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3279
"283","ID4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3089
"284","FOXC1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2461
"285","IFI27","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3106
"286","FOXF1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2463
"287","GZF1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2855
"288","ELK3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2025
"289","LDB1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3564
"290","CRYM","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1533
"291","EPC1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2093
"292","BCL11A","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",644
"293","FNIP2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2452
"294","FLCN","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2423
"295","FEZF2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2374
"296","ING2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3185
"297","ARID5B","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",442
"298","FRK","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2486
"299","CCNE1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1066
"300","HES5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2922
"301","BCOR","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",658
"302","HMGB2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2978
"303","HIC2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2938
"304","MAFF","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3935
"305","INSM2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3200
"306","BRMS1L","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",719
"307","IRF2BP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3225
"308","AEBP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",168
"309","LMO4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3696
"310","ETV5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2152
"311","CRY2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1526
"312","BRMS1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",718
"313","GLIS3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2643
"314","DDX5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1698
"315","HEXIM1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2925
"316","GLI3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2640
"317","HDAC7","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2897
"318","CUX1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1580
"319","HES6","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2923
"320","IRF3","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3227
"321","ID1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3087
"322","LEF1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3574
"323","ACVR2B","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",97
"324","EGR1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1989
"325","MAFG","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3936
"326","BHLHE40","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",676
"327","MAGEF1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3940
"328","AKIRIN2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",219
"329","CBX5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",989
"330","FOXL2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2469
"331","GTF2IRD1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2835
"332","ATF4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",520
"333","CREM","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1508
"334","LYAR","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3907
"335","BCL6B","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",653
"336","CREBRF","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1503
"337","ATXN1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",573
"338","DAB2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1625
"339","MAP2K5","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3975
"340","CBFB","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",983
"341","HSF4","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3037
"342","ANKRD2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",297
"343","DUSP26","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1912
"344","MAFK","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3937
"345","FGFR2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2395
"346","DACT1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1628
"347","AR","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",389
"348","EID1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1998
"349","FOXG1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2465
"350","EZR","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2171
"351","KAT2A","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3298
"352","JDP2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3281
"353","GATAD2A","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2571
"354","FOXP2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",2474
"355","HSBP1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3025
"356","BACH2","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",615
"357","MAGED1","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",3939
"358","DUSP22","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process",1910
