p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
6.73E-156	0.818509611	0.422	0.135	1.45E-151	CLDND1
3.73E-178	0.814394155	0.586	0.221	8.05E-174	PLEKHB1
1.75E-130	0.813491653	0.342	0.105	3.77E-126	LGR5
1.92E-174	0.81023412	0.752	0.409	4.14E-170	TUBB4A
6.78E-175	0.807702969	0.781	0.454	1.46E-170	RAPGEF5
2.56E-117	0.807198955	0.424	0.166	5.52E-113	GNG7
5.97E-136	0.806958539	0.53	0.225	1.29E-131	LMCD1.AS1
1.88E-137	0.799682503	0.368	0.116	4.06E-133	SYPL1
2.09E-138	0.790655872	0.489	0.192	4.51E-134	SEMA4D
5.22E-133	0.787141251	0.551	0.234	1.13E-128	FGFR2
5.13E-221	0.782327802	0.898	0.434	1.11E-216	ST18
1.36E-119	0.776109059	0.525	0.243	2.94E-115	AGPAT4
3.87E-161	0.775971824	0.254	0.053	8.35E-157	ENPP6
1.57E-140	0.77433569	0.365	0.111	3.38E-136	KCNJ10
6.97E-127	0.767709203	0.284	0.077	1.50E-122	CHADL
3.92E-108	0.757777239	0.585	0.319	8.46E-104	TBCB
5.95E-187	0.754111354	0.891	0.606	1.28E-182	FMNL2
2.09E-144	0.75111361	0.481	0.173	4.52E-140	NKX6.2
1.82E-118	0.74872986	0.585	0.296	3.92E-114	KCTD8
1.04E-149	0.748427513	0.742	0.406	2.25E-145	DLC1
2.91E-94	0.735218394	0.306	0.11	6.27E-90	SCCPDH
2.65E-114	0.729649861	0.269	0.076	5.71E-110	LIPE
9.07E-111	0.727870842	0.336	0.114	1.96E-106	SCRG1
2.26E-130	0.727785452	0.416	0.144	4.88E-126	BOK
2.69E-142	0.722491987	0.713	0.368	5.80E-138	SLAIN1
1.05E-137	0.720547557	0.263	0.063	2.27E-133	LRRC63
3.63E-147	0.717292468	0.672	0.298	7.83E-143	MIR219A2
1.17E-96	0.715937848	0.336	0.125	2.53E-92	SLC25A29
2.90E-121	0.712455966	0.325	0.1	6.26E-117	COL18A1
2.27E-113	0.712160713	0.594	0.303	4.89E-109	LANCL1
5.96E-137	0.711879365	0.618	0.282	1.29E-132	GSN
8.12E-156	0.709446498	0.839	0.547	1.75E-151	GPM6B
3.74E-82	0.700240516	0.382	0.169	8.07E-78	B3GAT1
3.10E-129	0.695358525	0.371	0.119	6.70E-125	GLTP
1.36E-98	0.687845096	0.307	0.103	2.94E-94	PRR5L
1.23E-154	0.686985398	0.696	0.314	2.65E-150	MOBP
1.57E-86	0.68623706	0.512	0.275	3.39E-82	FAM171A1
3.14E-95	0.684944549	0.399	0.16	6.77E-91	ITGA2
2.82E-178	0.68369475	0.849	0.414	6.09E-174	TMEM144
1.47E-83	0.683093955	0.274	0.097	3.18E-79	ABHD17A
5.44E-154	0.680573077	0.817	0.451	1.17E-149	RNF220
2.07E-121	0.673732133	0.494	0.197	4.46E-117	FA2H
1.64E-92	0.670936733	0.477	0.23	3.54E-88	FIS1
1.69E-91	0.67025913	0.303	0.106	3.65E-87	ANKRD18A
5.27E-91	0.666650179	0.297	0.103	1.14E-86	HHATL
4.11E-148	0.666584958	0.705	0.323	8.88E-144	ENPP2
4.79E-88	0.664763836	0.266	0.089	1.03E-83	PAQR4
4.66E-62	0.662127564	0.32	0.146	1.01E-57	INF2
5.37E-102	0.66173714	0.412	0.162	1.16E-97	LRP2
7.73E-175	0.660006795	0.912	0.499	1.67E-170	CTNNA3
1.02E-81	0.657802437	0.356	0.15	2.20E-77	ROGDI
4.94E-114	0.655515012	0.539	0.241	1.07E-109	PMP22
3.89E-68	0.650453295	0.275	0.109	8.40E-64	NACAD
8.54E-91	0.646555239	0.512	0.257	1.84E-86	MOB3B
2.63E-79	0.645891107	0.313	0.122	5.69E-75	MAP6D1
1.06E-98	0.6437942	0.268	0.082	2.28E-94	TMEM125
7.77E-84	0.642884707	0.467	0.23	1.68E-79	FAM13C
3.87E-83	0.642871611	0.495	0.256	8.35E-79	NENF
1.38E-93	0.640389494	0.566	0.3	2.97E-89	GNAI1
3.02E-109	0.638248392	0.527	0.233	6.51E-105	PLEKHH1
9.22E-81	0.637943062	0.5	0.265	1.99E-76	RASGRF2
1.26E-130	0.636323045	0.767	0.435	2.71E-126	PLCL1
6.89E-98	0.634728119	0.54	0.266	1.49E-93	CHN2
9.03E-87	0.634222831	0.319	0.118	1.95E-82	CDC42EP1
9.58E-96	0.632056357	0.386	0.152	2.07E-91	TBC1D12
1.19E-124	0.631340435	0.687	0.348	2.56E-120	TMEM165
8.63E-110	0.628621716	0.333	0.11	1.86E-105	PADI2
2.22E-94	0.626408681	0.482	0.218	4.78E-90	SLC25A13
3.88E-98	0.621685357	0.31	0.104	8.37E-94	PAQR6
2.01E-144	0.621597503	0.91	0.612	4.34E-140	NKAIN2
7.06E-84	0.617772279	0.358	0.145	1.52E-79	FAM124A
2.12E-80	0.616643141	0.346	0.142	4.59E-76	ARHGAP22
5.58E-85	0.616425012	0.345	0.135	1.21E-80	C1orf198
2.75E-75	0.614069609	0.518	0.294	5.93E-71	FAR1
7.50E-138	0.612973263	0.824	0.51	1.62E-133	MAP7
1.08E-113	0.61237865	0.613	0.289	2.32E-109	FAM107B
3.66E-64	0.610608546	0.397	0.2	7.89E-60	NT5DC1
1.17E-72	0.610331837	0.399	0.188	2.53E-68	TTYH1
3.56E-100	0.608870007	0.613	0.308	7.69E-96	NCKAP5
9.62E-158	0.60872355	0.921	0.588	2.08E-153	PTGDS
1.94E-70	0.608632349	0.359	0.159	4.18E-66	TPPP3
2.22E-89	0.608487756	0.501	0.233	4.79E-85	CERCAM
3.56E-65	0.606650482	0.293	0.123	7.68E-61	MIF
1.89E-53	0.605802406	0.395	0.221	4.08E-49	ZDHHC14
8.90E-114	0.605154518	0.535	0.23	1.92E-109	GPR37
4.88E-70	0.603676938	0.465	0.253	1.05E-65	TMEM59
4.22E-141	0.602058246	0.831	0.468	9.11E-137	SLC44A1
1.46E-71	0.599375282	0.37	0.17	3.15E-67	MAP7D1
2.35E-70	0.598119331	0.506	0.291	5.06E-66	PRDX1
7.60E-74	0.593791613	0.371	0.167	1.64E-69	MPC1
3.76E-59	0.593437221	0.278	0.119	8.11E-55	ENPP4
9.69E-83	0.592691287	0.359	0.145	2.09E-78	DDR1
7.10E-83	0.590234183	0.383	0.159	1.53E-78	ZCCHC24
6.96E-157	0.588657657	0.916	0.562	1.50E-152	EDIL3
4.55E-81	0.586073952	0.389	0.164	9.82E-77	ATP10B
1.07E-72	0.585263904	0.384	0.171	2.31E-68	VWA1
1.50E-50	0.583548246	0.254	0.112	3.23E-46	DOHH
2.51E-62	0.580768715	0.319	0.142	5.42E-58	CYP7B1
8.23E-80	0.58055936	0.629	0.389	1.78E-75	SORT1
6.75E-63	0.57996047	0.53	0.33	1.46E-58	MAPRE2
4.09E-68	0.576584049	0.342	0.149	8.83E-64	CAPN3
9.44E-67	0.576200126	0.324	0.14	2.04E-62	GATM
3.15E-54	0.573822835	0.252	0.107	6.79E-50	NRBP2
2.29E-82	0.568739674	0.544	0.283	4.93E-78	ADIPOR2
2.29E-73	0.564770889	0.461	0.231	4.95E-69	PSEN1
1.15E-74	0.564479879	0.279	0.102	2.48E-70	SLC31A2
4.76E-70	0.561017741	0.436	0.217	1.03E-65	SEMA6A
9.44E-113	0.560044855	0.752	0.429	2.04E-108	APOD
3.39E-64	0.557927459	0.276	0.11	7.32E-60	MEIS1
1.95E-87	0.556534939	0.541	0.261	4.21E-83	C10orf90
6.07E-42	0.554765294	0.283	0.145	1.31E-37	TTLL5
2.78E-91	0.552630766	0.471	0.206	5.99E-87	MYRF
3.21E-76	0.550885627	0.261	0.091	6.93E-72	TMC6
3.90E-76	0.549845779	0.421	0.192	8.41E-72	HEPACAM
5.15E-93	0.547843824	0.605	0.319	1.11E-88	ST6GALNAC3
5.82E-56	0.545995751	0.277	0.121	1.26E-51	ETFB
3.15E-75	0.542684337	0.338	0.138	6.80E-71	WIPF1
3.15E-92	0.541920816	0.582	0.298	6.80E-88	NDRG1
2.97E-125	0.541785073	0.912	0.601	6.40E-121	QKI
3.33E-39	0.541400248	0.301	0.161	7.18E-35	CORO2B
2.81E-35	0.539779402	0.279	0.153	6.06E-31	USP31
2.15E-58	0.539180326	0.531	0.33	4.64E-54	OTUD7A
1.72E-69	0.538373843	0.274	0.103	3.70E-65	RASGRP3
2.93E-68	0.537697203	0.334	0.142	6.32E-64	PDK4
2.76E-58	0.537240667	0.514	0.312	5.95E-54	DNAJB2
7.36E-73	0.534582908	0.405	0.183	1.59E-68	SEMA3B
4.83E-54	0.531055868	0.28	0.122	1.04E-49	LDLRAD3
7.75E-72	0.529584069	0.487	0.254	1.67E-67	LIPA
3.70E-66	0.529084058	0.36	0.161	7.98E-62	SHROOM4
1.16E-60	0.52797269	0.342	0.159	2.49E-56	TIMP2
1.71E-50	0.526846639	0.317	0.155	3.69E-46	C1orf122
1.20E-59	0.526645732	0.459	0.249	2.58E-55	SASH1
2.67E-53	0.52613971	0.269	0.118	5.76E-49	STAT2
5.65E-100	0.524414234	0.781	0.506	1.22E-95	DPYD
3.65E-43	0.523175977	0.292	0.147	7.88E-39	PCBP4
2.49E-59	0.5186599	0.631	0.438	5.37E-55	PKP4
5.13E-81	0.518493575	0.6	0.329	1.11E-76	GLUL
1.15E-77	0.518139371	0.681	0.441	2.48E-73	ARHGAP21
2.16E-56	0.517160061	0.418	0.221	4.66E-52	SLC39A11
4.04E-61	0.516105844	0.518	0.307	8.72E-57	RNF13
9.86E-70	0.515968185	0.342	0.145	2.13E-65	MOG
3.41E-78	0.514502107	0.65	0.377	7.36E-74	CDH20
2.31E-102	0.514022977	0.778	0.435	5.00E-98	DOCK10
2.66E-87	0.510295466	0.616	0.325	5.74E-83	PLA2G16
7.61E-55	0.508876724	0.268	0.112	1.64E-50	AC012593.1
6.28E-41	0.506805866	0.251	0.12	1.35E-36	KCNQ1OT1
8.69E-48	0.504041801	0.318	0.159	1.88E-43	STXBP3
1.71E-66	0.503239233	0.423	0.202	3.68E-62	COL4A5
1.01E-37	0.500717103	0.355	0.209	2.17E-33	ARL8A
