p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
1.58E-53	0.585088508	0.627	0.396	3.40E-49	ERBB4
1.23E-10	0.58440811	0.261	0.191	2.66E-06	KIAA1324L
1.09E-08	0.577569025	0.326	0.276	2.36E-04	PHYHIPL
1.23E-44	0.574245678	0.678	0.513	2.65E-40	MARCH1
3.98E-45	0.572876456	0.685	0.509	8.60E-41	FRMD5
9.00E-64	0.571783977	0.782	0.599	1.94E-59	PTMA
1.11E-19	0.568655096	0.407	0.293	2.39E-15	HIPK2
1.40E-09	0.568592612	0.284	0.224	3.03E-05	APBB1
6.80E-24	0.563791515	0.488	0.371	1.47E-19	MAP4K5
5.58E-74	0.563075915	0.867	0.611	1.20E-69	QKI
1.82E-13	0.562928999	0.32	0.238	3.92E-09	DENND5A
5.76E-17	0.562471073	0.387	0.294	1.24E-12	KIAA0930
3.06E-50	0.559650518	0.629	0.381	6.60E-46	CLDN11
3.19E-18	0.557320068	0.353	0.248	6.88E-14	NEO1
1.62E-44	0.553675996	0.776	0.639	3.51E-40	PPP2R2B
1.83E-18	0.549697839	0.287	0.179	3.96E-14	KIF13B
4.92E-21	0.548519853	0.466	0.356	1.06E-16	C4orf48
6.45E-52	0.548471991	0.681	0.46	1.39E-47	PHLPP1
3.84E-25	0.548316932	0.44	0.298	8.28E-21	GSN
1.27E-09	0.546396533	0.27	0.205	2.73E-05	HS3ST5
8.75E-18	0.537553574	0.418	0.318	1.89E-13	LANCL1
7.07E-57	0.535781214	0.793	0.574	1.53E-52	PDE4B
1.96E-24	0.534597859	0.534	0.432	4.23E-20	SCD5
2.71E-73	0.534108919	0.798	0.45	5.85E-69	ST18
3.11E-22	0.53303498	0.472	0.358	6.72E-18	KLHL32
8.76E-31	0.530488441	0.534	0.38	1.89E-26	SGK1
1.91E-53	0.530033424	0.803	0.623	4.11E-49	NKAIN2
1.18E-09	0.528109957	0.413	0.377	2.54E-05	WNK1
3.19E-39	0.526272234	0.696	0.56	6.89E-35	GPM6B
4.17E-19	0.521924798	0.534	0.421	8.99E-15	NLGN1
4.93E-10	0.521837747	0.29	0.224	1.06E-05	SECISBP2L
4.27E-55	0.521114682	0.741	0.54	9.22E-51	TUBA1A
6.44E-16	0.519760574	0.438	0.349	1.39E-11	DIP2B
8.53E-13	0.516703087	0.254	0.17	1.84E-08	ZCCHC24
4.50E-13	0.514651302	0.394	0.322	9.72E-09	DNAJB2
4.07E-19	0.513935057	0.528	0.457	8.79E-15	DNAJC6
1.26E-21	0.513874719	0.456	0.34	2.72E-17	FNBP1
6.25E-22	0.513701051	0.38	0.245	1.35E-17	CERCAM
6.46E-20	0.512595718	0.57	0.505	1.39E-15	PTK2
7.32E-23	0.510901061	0.453	0.322	1.58E-18	MVB12B
2.09E-09	0.509097669	0.324	0.269	4.52E-05	COBL
5.68E-14	0.508973854	0.382	0.294	1.23E-09	STMN4
1.09E-09	0.50817609	0.372	0.322	2.34E-05	ELAVL3
1.11E-15	0.505696656	0.317	0.212	2.40E-11	COL4A5
2.43E-13	0.505365454	0.268	0.182	5.25E-09	PLD1
3.60E-36	0.505187305	0.651	0.524	7.77E-32	ATP8A1
2.26E-14	0.502531753	0.362	0.269	4.88E-10	MOB3B
1.25E-12	0.502185011	0.349	0.268	2.71E-08	NENF
2.27E-12	0.500902384	0.279	0.197	4.89E-08	SPTLC2
