p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
1.66E-51	0.578021828	0.446	0.269	3.59E-47	GRID1
1.63E-110	0.577675078	0.588	0.263	3.52E-106	ANLN
5.21E-125	0.577447136	0.829	0.481	1.12E-120	SHTN1
1.90E-111	0.577298604	0.763	0.444	4.09E-107	ERBB2IP
3.50E-79	0.576300581	0.69	0.471	7.56E-75	AKAP6
9.29E-42	0.573251555	0.341	0.193	2.01E-37	ZKSCAN1
7.68E-71	0.572957194	0.445	0.218	1.66E-66	DOCK1
4.08E-54	0.572877984	0.472	0.293	8.81E-50	CCNY
2.89E-109	0.572371115	0.78	0.449	6.23E-105	PHLPP1
5.91E-33	0.571806661	0.284	0.163	1.28E-28	CORO2B
4.17E-55	0.571063921	0.339	0.164	9.01E-51	RAD51B
3.20E-76	0.571059355	0.388	0.17	6.90E-72	S100A1
1.32E-67	0.570461557	0.581	0.369	2.84E-63	NCOA7
4.18E-61	0.569712202	0.47	0.265	9.01E-57	RYBP
9.29E-81	0.567871958	0.626	0.378	2.01E-76	FUT8
1.33E-52	0.565172345	0.327	0.161	2.86E-48	P2RX7
2.75E-48	0.564583845	0.325	0.168	5.94E-44	USP32
1.05E-44	0.563726919	0.26	0.124	2.28E-40	TTLL11
1.49E-62	0.56316799	0.266	0.104	3.21E-58	RASGRP3
1.79E-79	0.561117931	0.572	0.322	3.86E-75	ST6GALNAC3
1.70E-90	0.557157421	0.732	0.489	3.66E-86	AGAP1
2.95E-77	0.556238144	0.672	0.451	6.37E-73	TJP1
1.26E-51	0.553516626	0.337	0.169	2.71E-47	WDFY2
6.20E-45	0.551440078	0.32	0.168	1.34E-40	RP11.436D23.1
1.22E-47	0.550238157	0.275	0.13	2.63E-43	SLC25A29
2.14E-58	0.550221772	0.417	0.219	4.62E-54	POLR2F
2.06E-85	0.548013691	0.575	0.29	4.44E-81	SEPP1
1.70E-47	0.544091485	0.387	0.22	3.67E-43	ITCH
3.25E-36	0.542798638	0.269	0.141	7.01E-32	ZNF565
1.26E-54	0.542790761	0.277	0.119	2.71E-50	LINC00639
1.12E-127	0.54044093	0.904	0.563	2.41E-123	EDIL3
2.74E-79	0.537797535	0.548	0.281	5.92E-75	FBXL7
7.23E-66	0.535808164	0.611	0.384	1.56E-61	GRM3
6.71E-32	0.535774421	0.406	0.282	1.45E-27	SOBP
3.58E-105	0.535485518	0.802	0.514	7.73E-101	TTLL7
3.04E-60	0.535214151	0.553	0.354	6.56E-56	AGTPBP1
3.00E-59	0.533982202	0.613	0.412	6.47E-55	AK5
4.95E-43	0.533521189	0.398	0.239	1.07E-38	RPS6KA5
5.72E-59	0.533496985	0.277	0.114	1.23E-54	PADI2
2.56E-93	0.533445796	0.795	0.573	5.52E-89	CLASP2
5.41E-57	0.532223031	0.508	0.308	1.17E-52	RNF13
1.60E-48	0.531331263	0.476	0.303	3.45E-44	RALGAPA1
7.39E-56	0.529690333	0.357	0.171	1.59E-51	CNDP1
7.76E-85	0.529678016	0.628	0.342	1.67E-80	MARCKSL1
9.12E-62	0.529203721	0.606	0.399	1.97E-57	ZSWIM6
3.28E-42	0.526212676	0.32	0.171	7.07E-38	MPC1
2.90E-48	0.524442795	0.283	0.131	6.25E-44	MITF
3.64E-46	0.523559828	0.456	0.273	7.86E-42	PDE1C
3.82E-37	0.523164361	0.302	0.169	8.25E-33	KIZ
4.24E-37	0.521582319	0.319	0.179	9.15E-33	CDC14B
1.41E-77	0.521580462	0.742	0.531	3.04E-73	LIMCH1
8.09E-85	0.519735649	0.618	0.326	1.74E-80	PLA2G16
6.43E-52	0.519015018	0.258	0.11	1.39E-47	SEMA5A
5.27E-48	0.516802333	0.413	0.237	1.14E-43	SLC22A23
1.38E-52	0.514957334	0.471	0.279	2.98E-48	KIF13A
8.04E-39	0.514006179	0.356	0.207	1.74E-34	CPEB2
5.97E-50	0.510728616	0.559	0.389	1.29E-45	TSPAN5
1.35E-67	0.510641863	0.499	0.264	2.91E-63	PAQR8
1.32E-60	0.508499321	0.551	0.333	2.84E-56	FEZ1
8.07E-70	0.507945109	0.288	0.111	1.74E-65	PLEKHG1
6.17E-37	0.504872403	0.417	0.271	1.33E-32	NSMCE2
5.12E-47	0.503804425	0.476	0.298	1.11E-42	LPGAT1
8.38E-55	0.502076931	0.387	0.194	1.81E-50	RFTN2
6.29E-60	0.500126427	0.645	0.46	1.36E-55	RERE
