p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
1.53E-64	0.622236845	0.595	0.501	3.30E-60	TRIM2
7.39E-27	0.620859481	0.338	0.258	1.60E-22	RDX
8.10E-50	0.620533802	0.375	0.24	1.75E-45	PLEKHH1
2.54E-74	0.618877828	0.533	0.354	5.47E-70	TMEM165
7.54E-26	0.6166684	0.372	0.303	1.63E-21	LPGAT1
3.56E-66	0.615740004	0.494	0.33	7.68E-62	PLA2G16
1.69E-41	0.614952952	0.326	0.206	3.65E-37	FA2H
3.35E-37	0.613490944	0.489	0.433	7.22E-33	EXOC6B
1.19E-23	0.613394905	0.355	0.292	2.58E-19	KIAA0930
1.35E-25	0.602167223	0.267	0.182	2.91E-21	HIP1
4.04E-39	0.600779643	0.356	0.24	8.73E-35	GPR37
8.73E-43	0.599191485	0.466	0.367	1.88E-38	MAP4K5
2.86E-76	0.597062539	0.618	0.478	6.17E-72	MAP4K4
1.06E-35	0.595318682	0.307	0.197	2.30E-31	RFTN2
7.19E-36	0.594146068	0.317	0.207	1.55E-31	COL4A5
8.66E-84	0.590980505	0.597	0.396	1.87E-79	SCD
9.14E-33	0.589248932	0.402	0.311	1.97E-28	CDK19
1.81E-35	0.589115471	0.432	0.345	3.90E-31	DIP2B
6.91E-34	0.585458865	0.453	0.371	1.49E-29	APBB2
2.07E-67	0.584884603	0.526	0.357	4.46E-63	CNTN2
6.59E-38	0.584594127	0.337	0.221	1.42E-33	CD9
2.76E-23	0.583137723	0.325	0.247	5.97E-19	SUN2
4.89E-83	0.582189438	0.661	0.511	1.05E-78	DPYD
4.46E-14	0.579245579	0.336	0.304	9.63E-10	TULP4
2.83E-14	0.578844519	0.29	0.242	6.11E-10	SH3D19
2.07E-35	0.57879227	0.293	0.184	4.47E-31	NKX6.2
5.90E-52	0.57762859	0.463	0.315	1.27E-47	NCKAP5
6.26E-76	0.577483694	0.542	0.344	1.35E-71	MAG
1.02E-32	0.576527051	0.399	0.309	2.20E-28	GNAI1
2.83E-23	0.574509257	0.259	0.178	6.12E-19	PLD1
2.90E-56	0.57283651	0.607	0.522	6.27E-52	ATP8A1
1.48E-58	0.572237024	0.537	0.397	3.18E-54	ALCAM
4.46E-44	0.57206589	0.392	0.26	9.62E-40	RNASE1
3.72E-19	0.571799108	0.367	0.324	8.03E-15	C9orf3
7.69E-33	0.571059836	0.329	0.224	1.66E-28	TTYH2
7.84E-41	0.570527113	0.525	0.454	1.69E-36	DNAJC6
8.39E-158	0.569842424	0.915	0.749	1.81E-153	MAGI2
2.88E-17	0.569737416	0.332	0.281	6.21E-13	MYO1D
8.67E-34	0.567749689	0.353	0.246	1.87E-29	DAAM2
3.88E-57	0.5670181	0.456	0.294	8.38E-53	UGT8
8.74E-51	0.564673778	0.517	0.401	1.89E-46	BIN1
9.39E-30	0.560915688	0.386	0.293	2.03E-25	CNTNAP4
1.13E-43	0.560098427	0.405	0.272	2.44E-39	ANLN
4.64E-100	0.559744526	0.648	0.399	1.00E-95	TF
2.02E-26	0.55700164	0.265	0.175	4.35E-22	CNDP1
8.51E-57	0.556049033	0.534	0.381	1.84E-52	CDH20
1.31E-18	0.554582609	0.401	0.363	2.82E-14	AGTPBP1
1.84E-36	0.552685944	0.401	0.291	3.97E-32	ADIPOR2
2.03E-21	0.551940648	0.305	0.233	4.38E-17	JAM3
5.10E-20	0.548278355	0.388	0.341	1.10E-15	ANKIB1
3.75E-29	0.546535875	0.407	0.32	8.10E-25	MVB12B
5.61E-32	0.545675072	0.355	0.251	1.21E-27	PMP22
9.18E-53	0.544098846	0.516	0.379	1.98E-48	SLAIN1
2.02E-73	0.544008851	0.675	0.555	4.37E-69	GPM6B
1.45E-31	0.539680505	0.484	0.419	3.12E-27	AK5
1.41E-29	0.536748212	0.537	0.505	3.04E-25	AUTS2
2.64E-143	0.531854037	0.866	0.585	5.71E-139	PTGDS
3.69E-30	0.531648937	0.384	0.29	7.96E-26	HIPK2
1.37E-20	0.530811653	0.381	0.32	2.95E-16	DLEU2
2.56E-28	0.530074489	0.337	0.242	5.52E-24	PHLDB1
2.97E-20	0.524680121	0.336	0.268	6.41E-16	GAB2
1.63E-15	0.523313761	0.323	0.273	3.52E-11	RYBP
1.90E-63	0.52153549	0.656	0.581	4.10E-59	CLASP2
2.50E-17	0.51894489	0.395	0.358	5.40E-13	ENOX1
6.47E-20	0.518935858	0.383	0.334	1.40E-15	MYO6
5.16E-20	0.517743342	0.417	0.38	1.11E-15	DIP2C
1.42E-109	0.514754004	0.796	0.618	3.06E-105	APLP1
8.11E-13	0.511970875	0.276	0.227	1.75E-08	SEMA6A
4.15E-21	0.509488584	0.377	0.317	8.96E-17	LANCL1
3.26E-12	0.5094532	0.29	0.249	7.03E-08	NEO1
5.82E-33	0.504433686	0.515	0.464	1.26E-28	ZNF638
2.06E-20	0.504107681	0.336	0.265	4.44E-16	USP54
4.86E-12	0.502843948	0.289	0.244	1.05E-07	SLC22A23
1.49E-12	0.50233457	0.308	0.267	3.21E-08	SLC12A2
1.22E-27	0.501471129	0.494	0.462	2.64E-23	TJP1
4.26E-55	0.500667903	0.66	0.56	9.19E-51	PEX5L
