aEndo	capEndo	vEndo	aSMC	vSMC	Per1	Per2	Fib1	Fib2	Fib3
NFU1	0.230492911801121	0.260565759866309	0.286697976533387	0.160250241243249	0.29497459155625	0.268706931721538	0.277892010090193	0.272970638355655	0.240846563320536	0.172794194871069
AAK1	1.82804769272766	1.51233153071966	1.9266415770358	1.07664148975986	1.37084050711702	1.33462425147767	1.27052751044642	1.09881716595125	1.20058105450551	1.26330139318659
ANXA4	0.43818100267299	0.415031597281284	0.446643553752092	0.615960969028469	0.621333463951497	0.575679296097899	0.708597895163581	0.5600579943957	0.634950274267387	0.936192103266841
GMCL1	0.213232920117062	0.27067371167432	0.201254006721826	0.20509718891292	0.22081380107581	0.264791677657657	0.348241934644919	0.358766571509592	0.299482817231052	0.413555488682845
SNRNP27	0.0437477163998185	0.0845405784835176	0.078893941448921	0.0389856518676278	0.0486571701868902	0.0726905029236255	0.124901980057615	0.116152468818366	0.101959506958659	0.0694551888454722
MXD1	0.205382556477955	0.207660461537375	0.176652376075767	0.177475836644437	0.178649838443034	0.222274470071713	0.335892176488225	0.117818174481036	0.150837702276679	0.213048451103156
ASPRV1	0	0.011755058722501	0.0135155678504036	0	0.00802727308815797	0.0136453092910866	0	0	0.0330517904627167	0.0265730855764149
PCBP1	0.27952310904346	0.124622949284171	0.159366441115596	0.426280189908308	0.608037425568816	0.457592485910811	0.290785880550746	0.183805572793419	0.0940774735578767	0.104758825271404
C2orf42	0.162903950322224	0.161722503405834	0.180154417859432	0.147182544834774	0.166259129064968	0.182750117306387	0.174880742683984	0.273589535802181	0.179791004675757	0.145624755624096
TIA1	0.249908041049497	0.0902254463066344	0.0964521648296669	0.0586149636239423	0.00135826918737111	0.0181936555393162	0.0997443241547059	0.160561303738065	0.0894305364883028	0.03247935006315
PCYOX1	0.185719803282776	0.121007426502025	0.124451296958168	0.541592907501622	0.435349479904153	0.425774235452505	0.349006154008514	0.154321907808282	0.139516051437227	0.159654518093063
SNRPG	0.185335826895246	0.225118226604095	0.265239206505734	0.0577738391029893	0.474240590624656	0.350054680357671	0.248105106738829	0.227632251451868	0.163184269628981	0.193673741836334
FAM136A	0.0451066244565477	0.051126104126823	0.0262254713356743	0.0517515014542328	0.0688491528321	0.077885123675964	0.0988135726519586	0.030016635971332	0.0439731220048223	0.0903449047373419
TGFA	0.0469313354210453	0.0211731324394527	0.00834530625147589	0.106874793977168	0.0650978600139759	0.0306135122189903	0.0077503366003792	0.0283537799110024	0.0360046341206772	0.0329657177346956
ADD2	0.101305331802263	0.154843514311739	0.100107157438967	0.148697553347532	0.0519984419573846	0.0483978895283922	0.25464501217433	0.112020488579686	0.0741543078040033	0.0427190406558408
FIGLA	0	0.00379285426662091	0.0071820814912871	0	0.000937406533055233	0.00101907433911438	0	0	0	0
CLEC4F	0.0136487297309991	0	0	0	0.00102069331691708	0.00546762289849024	0	0	0	0
VAX2	0.000534158114631864	0.00707496020817922	0.0214252773994805	0.0603167830322476	0.0267516550329622	0.0221546470476895	0.00911884258461987	0.0227069513619314	0	0
ATP6V1B1	0	0	0	0	0	0.00192177860115644	0	0	0	0
ANKRD53	0.0408007099039794	0.0338848947446643	0.0203578090816882	0.0526275127164024	0.00484915249813592	0.0159531903786709	0.0729492411690306	0.0151659500850876	0.0643619136827761	0.0847461373069492
TEX261	0.088342098143695	0.041888685836046	0.0409499939968807	0.153618421452619	0	0	0.0430978592583385	0.0347360860401877	0	0.0252363402227153
NAGK	0.26416014978844	0.127057573467515	0.116029102927573	0.0751996789890456	0.310933833877914	0.197525869653257	0.184050834060302	0.185178633730914	0.14247181958291	0.23982123106705
MCEE	0.153526893576194	0.154654336435815	0.0649624054465525	0.146349056712117	0.157822519537123	0.164854800076797	0.276087164251758	0.296102368103266	0.182630362637322	0.14153490484585
MPHOSPH10	0.152150742930568	0.275762404857822	0.171830771202916	0.165023375258897	0.230910668131806	0.249994928149163	0.281033806439028	0.287686752005387	0.145250901411445	0.201398436023942
PAIP2B	0.0119162733858812	0.0498987589474513	0.0369045199711336	0.0246455836358933	0.0449828580430341	0.0577908220464434	0.0326955783763073	0.0367174048068797	0.106124278759026	0
ZNF638	1.56654440050351	1.54411939186987	1.54221443854134	1.60476228679273	1.47569461239044	1.44286807144479	1.40931103230503	1.74651573041413	1.66880044985421	1.51767669206137
DYSF	0.418343469259352	0.381310562778549	0.216266054087068	0.146022090923449	0.265321983132125	0.260043881503842	0.134365213412417	0.0208975922886984	0.0100983214510111	0
CYP26B1	0.0370751861977495	0.00170017756800477	0.00680589565251266	0	0.00335358440209143	0.000657820106639613	0.0345661709114851	0.00337116773453072	0.0126124798352515	0
EXOC6B	2.38684307414468	2.12850954987113	2.01492449412367	1.59682472720766	1.8075422722244	1.87027788080757	1.62504583193949	1.69165387572219	1.80334984831765	1.58808540496777
SPR	0.00958824242331055	0.00267770755570898	0	0.0351871473139355	0.0293973106617497	0.0161108785069322	0	0	0	0.0354565352535523
EMX1	0.00418076889482631	0.00291896012127468	0.0324665347765595	0	0.00147821172791166	0.000235087601187407	0.0169220495152814	0.0162661283046124	0.0306817649475332	0.0136160264913909
SFXN5	0.379021598080454	0.321405847820241	0.359187558891238	0.331480572941143	0.297781370730967	0.325307908987236	0.414003023696393	0.736091966613717	0.63187506581592	0.661415310365411
RAB11FIP5	0.15808026407385	0.33990681103321	0.394616761117041	0.0394653118460212	0.132409238145192	0.210211999536344	0.0587226109082451	0.221644675177845	0.23176533134675	0.241483962206768
NOTO	0	0.0133477689117346	0.00721712139554226	0.0355844853451114	0.0132807604209041	0.000994443306089857	0	0	0	0
SMYD5	0.0517397000293357	0.0406456037474358	0.0478985675817364	0.00296217960336116	0.0394104409675846	0.0395911657398432	0.0332471720137202	0.0465444484501662	0.130935514250378	0.0103605323715728
PRADC1	0.0299806077874982	0.0462359922264539	0.0254182767617395	0.1227362310508	0.126761502570567	0.11343892796925	0.226018444061302	0.0592235007330153	0.0649124653845594	0
CCT7	0.102752583432394	0.111818255241381	0.103786651212685	0.194409813331395	0.403699624079962	0.30390704157521	0.385731129119116	0.131844440924754	0.0816587937938371	0.103075977188487
FBXO41	0.0371758855230366	0.0644545894488726	0.023584218411146	0.00547606008830084	0.0797781875795004	0.0205891175775006	0.0476686910247976	0.0454710026014711	0.0489345205054211	0.0637757265504193
EGR4	0	0.00626060851093369	0.0106565373344461	0	0.00165486099288945	0.00555202350435366	0	0.0284642176776178	0	0
ALMS1	0.566625986997738	0.66121933983093	0.462132153882389	0.647050224817255	0.553589221704937	0.572891538311099	0.436058104876067	0.662026569808995	0.607320868987932	0.412150446274408
TPRKB	0.123945563608371	0.080645863124122	0.0565219687611453	0.114317915603517	0.159352189297378	0.139744296015091	0.101895498032763	0.0595124903576567	0.0502693687210675	0.063606536919731
DUSP11	0.323869069408658	0.208328462339314	0.233180621789187	0.134974073625188	0.235271410280421	0.232196025141453	0.165331085863424	0.200722853982493	0.0472840050344263	0.0296621909798019
C2orf78	0	0.0228747105974374	0	0	0.00910227716143423	0.0107330097843665	0	0.0136105408907093	0	0
STAMBP	0.234179869687076	0.276096251546813	0.296209351637486	0.370339681299648	0.323683892855493	0.314818598532299	0.318227666252322	0.23445257735446	0.273361182972882	0.332834657401162
ACTG2	0	0	0.00811631247783605	0.787180011177593	0.0320119107692673	0.00735399890472566	0	0.204549058864596	0.0208873957210881	0.148412908493174
DGUOK	0.261216169092388	0.3179823794491	0.28109009628784	0.225337272619802	0.341602694532749	0.33206512778965	0.281876016541992	0.394276846357042	0.307773644778823	0.21520952397636
TET3	0.349297156966341	0.468838155404312	0.383182556120588	0.624073282454912	0.590148701799686	0.349362668883762	0.488279137717862	0.51975034969361	0.422311777389747	0.613216619821926
BOLA3	0.0788270167562485	0.0729481096617888	0.0419502343068511	0.103841018087478	0.190589464856863	0.168770205518606	0.105252425214195	0.0840895796075279	0.0493970889485756	0.0763599538786845
MOB1A	0.312710362227148	0.268396075514941	0.255373657374626	0.317327135447813	0.492364782013934	0.387334882887562	0.334765308683651	0.26438954368423	0.133965491357276	0.211851565581212
MTHFD2	0.0787900163442566	0.0213398024599474	0.0425698080142326	0.425110497366363	0.107172112823857	0.0199448334056043	0.0318762015271048	0.082569909193736	0.0325634182225436	0.0721136251468902
SLC4A5	0	0	0	0	0	0	0	0	0	0
DCTN1	0.185614741759549	0.168759113120804	0.15558766770167	0.13947259892828	0.105924112811195	0.134267079550642	0.175526252698523	0.124645389478857	0.0657537942434415	0.0589020893914051
C2orf81	0	0	0	0	0	0	0.045431387462972	0	0	0
WDR54	0.0816575088917404	0.0500665830589405	0.0122810326382352	0.0199517795042136	0.113243774626315	0.0674963760573759	0.112379774733456	0.0683178695678924	0.0150539959349178	0.0113589180981049
RTKN	0.0536073972571646	0.0679286275838469	0.0644318993263109	0.14527231047869	0.0505862753023447	0.0956359321777159	0.1987680865769	0.10895827953374	0.0776845206211176	0.156731267403226
INO80B	0.0235437939564164	0.0427972291342223	0.0131422715497181	0.0289284503875725	0.00967909131968324	0.00825143951602126	0.0118241025700134	0.0310146612483009	0.0386137440845126	0.00549835610192487
WBP1	0	0.00403362976107655	0	0.006252564373867	0.000922110673243412	0	0	0	0	0
MOGS	0.133404085045391	0.232184995942274	0.140147477986495	0.241456224420606	0.202550656561685	0.203141521881755	0.254119680606214	0.172858850409353	0.136018868049721	0.163017317471709
MRPL53	0.00550755594981473	0	0.00505460032895842	0	0.00204953005326883	0.0121551870674502	0	0	0.0167866911965914	0
CCDC142	0.105761747977017	0.114774127019442	0.0861047384555254	0.090633488884248	0.0513073658744062	0.0955853747001136	0.185187190399503	0.145819477928364	0.121845333414115	0.0338750494465903
TTC31	0.0900306203444812	0.140480265715496	0.101444519308284	0.0947695806669986	0.0954863656740331	0.107639961837045	0.213904605556741	0.165165685316891	0.04932398498248	0.0132573558353745
LBX2	0	0.00253447013203276	0.00119708882328394	0.00123446762416801	0.0104752407978906	0.0210673214014107	0.0391247151689965	0	0.00603190525587413	0
PCGF1	0.0115281922727676	0.0203958193391772	0.0454200059951357	0.00310712296341499	0.0343397014030167	0.0241991416088273	0.0162331276963539	0	0.0276844158431419	0
TLX2	0	0	0	0	0	0	0	0	0	0
DQX1	0	0	0	0	0.00341530715774609	0.00343342893625266	0	0	0	0
AUP1	0.275622348471594	0.193353910032508	0.196682223491796	0.0888854529015842	0.288904335152837	0.238449545695876	0.147633513894432	0.112122275286384	0.084371220318921	0.193235749526736
HTRA2	0.0652059713234678	0.0446564594435795	0.0286217209281112	0.0511196545868009	0.121893919233815	0.0921665323616096	0.0437284822390938	0.0317740189541044	0.0384374566862643	0
LOXL3	0.0427338977457766	0.0241299896080867	0.0180222559804487	0.0897370981981595	0.152971493671949	0.115391535825953	0.346926222946848	0.145023336652419	0.0786614408907154	0.0330841403060497
DOK1	0.0123556230505232	0.0179797067459444	0.024535998516005	0.0012622061729746	0.12667742434118	0.0523039448070253	0.0645838770300564	0.0437205271565113	0.0323510045199154	0.0188437726089761
M1AP	0.0382226999179643	0.0243271830993491	0.0179389854451687	0.0450110079894127	0.0342046262638007	0.0123312744506307	0.0504355810331026	0.0806778203567719	0.0691238725121153	0.0259151614565474
SEMA4F	0.0551014615770507	0.0656938051073067	0.0372140338081227	0.107943762398577	0.0669667103192179	0.0502036243365477	0.092580032705594	0.0671827168089621	0.0440574565551644	0.0581339922940457
HK2	0.014719628997242	0.0129251474605731	0.0144799033719872	0	0.0368223914142013	0.0101617597529807	0.0403153351535202	0.184785904683143	0.181329259755132	0.117477161735534
POLE4	0.192930997077867	0.0810660904749511	0.0764840756325042	0.141763569920471	0.321447446168295	0.222685813310249	0.0468381757420693	0.119666743144287	0.082540039137924	0.102747874430405
TACR1	0.478827245369118	0.297211471552973	0.313063761271493	0.191814051704733	0.298725647140973	0.291603366496812	0.383055023975407	0.261568570762658	0.139025801491807	0.390238601069909
EVA1A	0.0216030741384249	0.0869295929735517	0.0254457515005244	0.0460011928885454	0.0517216158619487	0.105734599839168	0.0297690011510847	0.0235967925740101	0	0
MRPL19	0.25786330602417	0.306048303467284	0.308500885171021	0.393774129967922	0.507068077230739	0.540902815000422	0.567905633417706	0.152852332423007	0.384331215935417	0.112112735837354
GCFC2	0.454873898053852	0.57272484755519	0.452801615436983	0.493035415728352	0.58261815130314	0.545183060282528	0.662760262034468	0.56814573923477	0.473026939862066	0.529703122396136
LRRTM4	1.40606743824126	1.61069892269868	1.31925210268226	1.62206492360025	0.699840491332621	0.724820232579076	1.65365058721231	1.52841773410984	1.54925361681158	1.40962212406629
CTNNA2	1.11867734772198	1.66343769214604	1.04726217099685	0.998681869809825	0.851136677404586	1.02104568186834	1.12217818929811	0.990534362897272	0.940580648457402	0.924289929162629
LRRTM1	0.00436078450695504	0.0450739880225305	0	0.00495060074919977	0.0167530243817347	0.01108494360559	0.0227316611203181	0.00830671669043954	0	0
SUCLG1	0.255588154361048	0.29812791820321	0.372709914980816	0.324424992054215	0.372119415509239	0.338061194225498	0.413447964665892	0.285596451443545	0.29057559031616	0.141263674061053
DNAH6	0.303537191378725	0.271198965352199	0.244968934364476	0.0735610425546198	0.129277607122214	0.172671668255046	0.159726831718763	0.320903728775799	0.398357714741906	0.336828961103668
TRABD2A	0.371944570179551	0.129881037151114	0.349347770612378	0.0836737485615736	0.159984807769588	0.0964204822266069	0.0372343556342829	0.0620688525411942	0.026039101777631	0.057482933578122
TMSB10	2.05128198670083	1.25560210903693	1.16751944253204	1.73594086376904	2.64610824336283	2.26967461401918	1.19045821915369	0.650851180756735	0.604412784780143	0.864832342911421
KCMF1	1.0253367707866	0.986934583484514	0.891484274550608	0.91376155980931	0.767989686307798	0.872834143158472	0.808377529042285	0.783645401503967	0.89650128232731	0.926757161301711
TCF7L1	1.55883814587201	0.68658905428227	0.707522788924076	1.09845658431057	0.726101483574438	0.751413652514682	0.99954772607647	1.03287008396638	1.04769354677775	1.45799688016696
TGOLN2	0.521863843855556	0.469161932605205	0.367786238164649	0.320817886422759	0.636581630662597	0.586967102873945	0.393129904840085	0.202828061662334	0.229847437657555	0.243502528686148
RETSAT	0.113953992620643	0.0721315109812758	0.0637370029892695	0.0363825334964793	0.100280845893	0.116632782717128	0.139291737160347	0.0706407219580786	0.0147824494246375	0.0672041226493234
ELMOD3	0.270687834453259	0.387072221897516	0.275010333654545	0.306137643413498	0.280539734045716	0.341537160732343	0.460072580760541	0.305735546370605	0.500937127301931	0.342558905782136
CAPG	0.0478535754051015	0.00706556934252124	0.0291567801048742	0.0619473596667634	0.134528806388604	0.0240570616673295	0	0.0918562967069729	0.00953670630459666	0.064320607543671
SH2D6	0	0	0	0	0.0142371974459407	0.00815965551953748	0	0	0.00944658033008878	0
MAT2A	0.586904862371068	0.319982564658436	0.383963884039786	0.828086119207865	0.539098399670189	0.438325326496874	0.556860322167075	0.456330277678362	0.234744965180598	0.528566381390327
GGCX	0.174319880790044	0.129372466415396	0.202534147826569	0.2300229224638	0.266128934181178	0.27136450261482	0.27701063505417	0.151599677175813	0.240744059181883	0.126524897192258
VAMP8	0.0792697063535437	0.0523675256628196	0.0540669958599947	0.0252891262878355	0.241279570506987	0.112769178860188	0.0953016526918932	0.0259371814925157	0.109609610529527	0.0601459162151429
VAMP5	0.309206724554015	0.238143567969467	0.200178759456326	0.4636458779973	1.01154217484219	0.808429641925707	0.462137075039661	0.216831939306066	0.150529435022057	0.0628717805060472
RNF181	0.100076693675756	0.0556847944764012	0.0200547755353108	0.16914194600588	0.263448482195656	0.188603825897557	0.0801518294039748	0.0294603193977655	0.0135150341830477	0.0102408497738676
TMEM150A	0.0668323125647439	0.0716869344518807	0.0872503872631757	0.142360119410596	0.188165325160254	0.127833360658253	0.0732069474328583	0.0862507655359917	0.106002028926544	0.0662422259844145
USP39	0.549563185568393	0.617745963341722	0.616763627499453	0.639451482467848	0.948723809235246	0.786010476740834	0.864366907604079	0.666614405853771	0.669483299997409	0.404965597828831
C2orf68	0.0875454576747601	0.1237007445094	0.125698427455825	0.1553416163603	0.190228261325236	0.172515185904907	0.231632932986359	0.158677536547907	0.108656205306309	0.0637161425000647
SFTPB	0.00315278353774451	0.00843716365579334	0.00520509190999096	0	0.00380476315550829	0.00856907440851061	0	0.00591744313951045	0	0
GNLY	0.0771944576415812	0.0299742872627773	0.0169007846987388	0.00691864733353094	0.0367683286694661	0.0617814609057045	0.0186714361783782	0.00907610318939338	0	0
ATOH8	0.383321180220551	0.420891882592737	0.359584577268274	0.229477971104835	0.334611602085713	0.303324257846207	0.0333503826803163	0.152026391985199	0.100656296090625	0.0163815546568445
ST3GAL5	0.235628431105677	0.321150070481529	0.262603263736466	0.354263008873711	0.572166058180041	0.322562871608116	0.494447702365551	0.780202127565124	0.289481340903379	0.194250864503901
POLR1A	0.259747201231317	0.209211906034001	0.233874226166127	0.142659158565492	0.189142828981749	0.198301806477538	0.21839462016112	0.243283873558675	0.17609013774324	0.109369623653574
PTCD3	0.418696577875454	0.443287031195645	0.318075333128224	0.430942993204434	0.364827144716469	0.377286562057993	0.377356389256344	0.446273828004316	0.482663101950836	0.514105188761375
IMMT	0.464730532453514	0.435994992179182	0.445104451324801	0.71904102957226	0.523663092918517	0.514758543397726	0.610908349326132	0.525656121570954	0.613809798457449	0.44259821738213
MRPL35	0.0617037881916109	0.0723828949931399	0.0681481009936536	0.0705493498826373	0.149638947484559	0.122187521702791	0.101364738438001	0.117821309554889	0.043242937935514	0.0791323111589379
REEP1	0.138872521250598	0.204929238073902	0.147196179478541	0.516754171539535	0.0791154763088712	0.12318140749311	0.201250929147179	0.25314541764847	0.346024998804505	0.285209186719402
KDM3A	0.50387091967782	0.672846337681189	0.55981144989831	0.321866747204713	0.429283626472189	0.556336093149152	0.391911637925748	0.295985530844141	0.299920611833851	0.271155178480716
CHMP3	0.210931995588006	0.17555864113359	0.104332855037426	0.132289140226232	0.423773857858365	0.35375008440677	0.183254307397794	0.0648161725212922	0.126576475038672	0.033632157547141
RNF103-CHMP3	0.122719058200306	0.130165676947043	0.0929627677946138	0.0791254516745112	0.0685081542946729	0.116828383253346	0.0803192524729815	0.0328519818673361	0.043774293219024	0.0791382399820443
RNF103	0.0221506735159747	0.0473448444212041	0.0129014071432429	0.0818713439204072	0	0.0155182973608898	0.0370233044145125	0.0596053280813617	0	0.0252363402227153
RMND5A	0.291440010619865	0.301341259928649	0.229140681729998	0.280865240403114	0.352744938430411	0.329292226803576	0.254878747076832	0.119791919107887	0.233459788905788	0.232421680644813
CD8A	0	0.00341516390019939	0.00703495036305223	0	0.0432988530142101	0.00854568855108061	0	0.0432991882147448	0.00934746985701707	0
CD8B	0.0186246237821566	0.0194889985225959	0	0.0591909740722804	0.0250270505194008	0.0236861199918819	0	0	0	0
RGPD1	0.0412609991272153	0.0364085147967576	0	0.00328373550488187	0.0200725456107763	0.0187532492981538	0.0298228687431695	0.0205590319759661	0.00829046409456227	0.0429626462870651
PLGLB1	0.122010109340513	0.170578599633284	0.139555081994741	0.056527755820866	0.123274971335617	0.107915144135449	0.192793677055422	0.112595030799151	0.118086908181087	0.199381798081482
PLGLB2	0	0	0	0	0	0.0027232958454949	0	0	0	0
RGPD2	0.0272089532459462	0.0373179498346867	0.0376798597783561	0.0322761377719165	0.0286016454700573	0.0198616456056251	0	0.0436106723584164	0.0752269409783504	0.098697114337128
KRCC1	0.26789978984492	0.349433977453584	0.280101773597157	0.512923356049619	0.465205303597965	0.401451919271806	0.564401776598937	0.25658777204106	0.249723705444037	0.279315889302733
SMYD1	0	0.00346863662814103	0	0	0.00631851996220544	0.014348021140283	0	0	0	0
FABP1	0	0	0	0	0.00382681692406577	0.00169954071742221	0.0151887657665452	0	0	0
THNSL2	0	0.0106641091943216	0.0120270289593441	0.0722764659230034	0.0345925399464681	0.0585201743269948	0.0799092203392326	0.102445258127328	0.0533656193348799	0.0390053768937676
FOXI3	0	0	0	0	0	0	0	0	0	0
EIF2AK3	0.351332877391411	0.358308886160634	0.353181574963958	0.569303758547482	0.33043299148335	0.386444857399272	0.497234350843149	0.560447075289569	0.579524030344611	0.476968454151996
RPIA	0.180367775247491	0.112800845912504	0.111508624260836	0.0381899634459972	0.215420336160118	0.118887287125076	0.0617192112189792	0.127023334317275	0.0827972636447838	0.100150010367771
TEKT4	0	0.00581289126444022	0.013681601253248	0	0.00384016655217683	0.00607770280342037	0	0	0.0066204362355807	0
MAL	0.0622502300991593	0.188054105947844	0.0944529000193839	0.0787477510430916	0.0621450795011145	0.0471013063036247	0.14135803287802	0.0793957972006775	0.0694082369288399	0.0257557021021004
MRPS5	0.337487497833315	0.415241617166363	0.26159743723466	0.504280784830216	0.422469519615691	0.380971491058911	0.434441033209473	0.485441572672969	0.355947204448339	0.415331525926252
ZNF514	0.10407591801883	0.0701249141737731	0.112197040751586	0.116662109422324	0.0767592658214842	0.085782513011991	0.0580343346619855	0.135797680607532	0.0755406266012941	0.0105532409323767
ZNF2	0.0978195460016153	0.0411490060752378	0.0686164018694077	0.0615584489997109	0.0966205508726149	0.0797090025151304	0.183173839350518	0.0371320339729394	0.055861373296207	0.049190858547966
PROM2	0	0.0048700288131322	0.00837357518636641	0.0178329047766061	0.00486538298724111	0.00795904676297394	0.00729554284732237	0	0.0221124670854891	0
KCNIP3	0.0155194437500303	0.0807293084839644	0.0651453823663096	0.0641604923509251	0.0790369207400636	0.0307046405868625	0.0350932231004192	0	0.0542070696951383	0.0112122624562876
FAHD2A	0.135139710345269	0.173704601382025	0.104352005275364	0.138342031625688	0.185065581099685	0.148246376304408	0.0658657001370301	0.146094132015565	0.0429126628307338	0.0789732144116862
ANKRD36C	0.800262228428306	0.761379466731418	0.770116575283703	0.921782142181038	0.464235143495623	0.501749608695942	0.803299536886473	0.845471965797257	0.913432467054578	0.649397320001351
GPAT2	0	0.0119774065374248	0.0149444504861004	0.0882388389057172	0.0462493658650641	0.0246129873898486	0.0142843815137569	0.0127390908258581	0.0134622911854968	0
ADRA2B	0.0219601962075646	0	0	0.00960559434102027	0.00507119299508728	0.00263773246983485	0	0	0	0
ASTL	0.0108653850494859	0	0.0119062927502587	0	0.0104979870188299	0.00762551144985711	0	0.0264222681970186	0.0210102290806865	0.121495528226805
DUSP2	0.0187476598124692	0.00977781743359884	0.0121924538631259	0.00266040670627899	0.00935632882192024	0.00614634718829467	0	0.223833556768881	0.124987123299963	0.269335304995408
STARD7	0.300214252560476	0.230279800900653	0.302971623908383	0.475145312130504	0.346952798100109	0.375654793388793	0.269827476193293	0.420136614643428	0.378676284614757	0.332147853558855
TMEM127	0.178855181822386	0.161094800395697	0.19740845242849	0.329421831539594	0.299622989909282	0.271786843509691	0.282126507905882	0.0529199073400779	0.154506692814365	0.0897402203662943
CIAO1	0.233490503989216	0.278579724682943	0.174739374436536	0.168390667365011	0.263128035386773	0.223259858230683	0.286194808717311	0.30241436731782	0.205242976773388	0.259557881715948
SNRNP200	0.399650685689495	0.399849860548898	0.285831369542762	0.382238370197147	0.370900496630529	0.394455380696417	0.318269273031466	0.416889494255927	0.436476991155586	0.340220877367617
ITPRIPL1	0	0.00231278145554019	0.0019656103256792	0.0236697440859047	0.00668396072004284	0.0104326974605053	0	0.010630255727992	0.0198480471415155	0
NCAPH	0.00984287652617193	0	0.0138708841703081	0.00251165728781293	0.0124539597868182	0.0141218971530429	0.0332717502013795	0.0175994987395514	0.0106327876070705	0.0698222321112931
NEURL3	0	0	0.00467377930618069	0.00298693780576297	0.0138385258075433	0.00682464574315435	0	0	0	0
ARID5A	1.4308035166765	0.26440393498736	0.759202942769072	1.11267474919927	0.389503210075041	0.309254126528525	0.394636985352779	0.573223533764837	0.484120810125417	0.360339400245841
KANSL3	0.536525536233362	0.387854937541701	0.357904868443935	0.471528554172371	0.409950398266426	0.41964657377759	0.55414501473755	0.412609816035263	0.434825842994508	0.655392780446809
FER1L5	0.0206607040113091	0.0190330431894216	0.0620347706858718	0.0992013292446947	0.0484270693909147	0.0610137742734012	0.160404057369374	0.187146076817745	0.0360877550350043	0.0297058694102782
LMAN2L	0.160842715136517	0.210833256182403	0.182667026786425	0.264442013999039	0.197070351732333	0.166231703904962	0.218826490486944	0.188933655782966	0.204917222787068	0.156798797839901
CNNM4	0.208875701879625	0.160785448050414	0.0993971333376668	0.148214973164845	0.181051963744562	0.148995363673057	0.214722497663604	0.0998066237946182	0.20228614427367	0.264353495613123
CNNM3	0.0637927241086067	0.0647422667356017	0.0389999273555984	0.074058115148001	0.062661634724316	0.0915126993305705	0.0471362001359463	0.0173903252224128	0.0459652292253181	0.0153498489565349
ANKRD23	0.183244015143904	0.23983197344073	0.191900906211353	0.215347679270927	0.214462498286827	0.217033879880283	0.344192699931329	0.255296712108538	0.321476766722081	0.197399527694317
ANKRD39	0	0.0116415750154858	0	0	0	0.00050473913410754	0	0	0	0.0343960169402423
SEMA4C	0.21698598344349	0.158137825070349	0.101171786724328	0.256676103684789	0.16692831140637	0.185774117469028	0.0824859399496946	0.155490559526496	0.0541044516508735	0.115793619504919
FAM178B	0.0449580544760577	0.0275462462799976	0.0226732582958367	0.00547606008830084	0.106880289183077	0.0677612638420124	0.0207061291449025	0.0195486752973593	0.0241886586605763	0.0939919379064806
FAHD2B	0.101140383679073	0.0822032681561866	0.0483770690800096	0.0134849003087711	0.0677027327911744	0.0582620819208908	0.0607060265278632	0.0196780502795946	0.0224532325058336	0.0714543599400474
ANKRD36	0.941092082878311	0.811229948347524	0.660563266222025	0.723995352829669	0.481526094595918	0.580044415497166	0.622022884863596	0.851946421932256	0.687736448909377	0.615772282314871
ANKRD36B	0.376905347613952	0.382249222822093	0.294586314202627	0.167050020079931	0.270678331104757	0.250873488398026	0.23347149943695	0.308886224966195	0.242831732512055	0.16460224913605
COX5B	0.324318259890402	0.266930477756238	0.353333214629807	0.489962281876479	1.08174910924841	0.897637741117499	0.714368182035466	0.175682299181259	0.242719109162015	0.126441765883748
ACTR1B	0.219835042145423	0.261377581257531	0.271772313641208	0.160285157754655	0.276306689992315	0.286961476778969	0.239167856418753	0.125608716995047	0.0865848815899724	0.125241680232158
C2orf92	0.267855777050954	0.524200271961999	0.383143520310027	0.18991202033482	0.257890842478227	0.34822052992737	0.269569794119487	0.434689804220099	0.346971589966676	0.155256712745443
ZAP70	0	0.0265993783031985	0.00303008497902515	0.0310324462205177	0.040413405395079	0.0562969401300604	0.079636459304004	0	0	0
TMEM131	0.881501030899187	0.933985859955929	0.915426520660143	1.31995590023169	0.907518418030041	0.880451106087397	0.97086382975858	0.834439306691843	0.801299053532515	0.750367273254699
VWA3B	0.00848159900418468	0.0169746144848691	0.0110666870596916	0.0249312381379077	0.0528692923676202	0.0411307078737034	0.0189882968409016	0.0500364302931977	0.0334463052010938	0.00969780655307455
CNGA3	0	0	0	0	0	0.00410429408608485	0.0148235849515031	0	0	0
INPP4A	0.734476228749839	0.662503503539573	0.673625362206493	0.753392153581979	0.608627296005668	0.592438734675802	1.02043333525733	0.615292334600359	0.582643526145529	0.394747150866433
COA5	0.0677211951024643	0.126718296264895	0.0707710154326251	0.150632225450286	0.155076801012943	0.128654200581781	0.171502330044219	0.0615968174774978	0.174309442794088	0.0231817115011328
UNC50	0.193176729631702	0.149107164949111	0.127742915232866	0.192695830001204	0.311327610354616	0.311968087763798	0.257582031969453	0.142547571922713	0.0882397825287132	0.110594834984106
MGAT4A	0.830374696779966	0.956853406577977	0.977776394326465	0.435112008154277	0.963030354492172	0.784142041402369	0.277669787086865	0.304333235278744	0.207844678469477	0.195386558854364
KIAA1211L	0.503257684133514	0.821963918205284	0.58435168776007	0.206952295718267	0.48762867439599	0.493155169515059	0.17647955028478	0.28519150458718	0.355236145001959	0.310982556218738
