gene	cluster
NUPR1	4
TUFM	4
MAPK3	4
CD2BP2	4
SEPHS2	4
HERPUD1	4
CPNE2	4
PLLP	4
TK2	4
CMTM3	4
RIPOR1	4
CYB5B	4
EXOSC6	4
PSMD7	4
MAF	4
COTL1	4
CYBA	4
PIEZO1	4
RPL13	4
TAX1BP3	4
PFN1	4
MED31	4
EIF5A	4
ALKBH5	4
KIAA0100	4
SLFN5	4
SLFN11	4
DDX52	4
EIF1	4
CAVIN1	4
NBR1	4
TMEM106A	4
GRN	4
KPNB1	4
NFE2L1	4
ZNF652	4
HLF	4
DGKE	4
SEPT4	4
ICAM2	4
PECAM1	4
CASKIN2	4
ACOX1	4
RNF157	4
UBALD2	4
TIMP2	4
BAIAP2	4
ACTG1	4
P4HB	4
ARHGDIA	4
YES1	4
NDUFV2	4
APCDD1	4
RNMT	4
RNF125	4
RPRD1A	4
MBD2	4
MALT1	4
LMAN1	4
PSMF1	4
SNRPB	4
DDRGK1	4
CENPB	4
CD93	4
CST3	4
ID1	4
BCL2L1	4
ERGIC3	4
SCAND1	4
MANBAL	4
TOX2	4
SERINC3	4
YWHAB	4
PLTP	4
PREX1	4
ZNF217	4
GNAS	4
CTSZ	4
EDN3	4
SLCO4A1	4
SOX18	4
MIER2	4
PTBP1	4
ATP5F1D	4
CIRBP	4
NDUFS7	4
AES	4
PIP5K1C	4
ZBTB7A	4
KANK3	4
MYO1F	4
CDC37	4
PRKCSH	4
TRIR	4
PKN1	4
TECR	4
NDUFB7	4
REX1BD	4
PEPD	4
LSR	4
TBCB	4
RPS16	4
HNRNPUL1	4
TGFB1	4
ZNF428	4
NECTIN2	4
HIF3A	4
SELENOW	4
EMP3	4
RASIP1	4
FTL	4
RRAS	4
ETFB	4
CDC42EP5	4
RPL28	4
ADA2	4
CLDN5	4
DGCR6L	4
SNAP29	4
PPM1F	4
CHCHD10	4
GGT5	4
PES1	4
SFI1	4
TIMP3	4
APOL1	4
TXN2	4
PDGFB	4
RPS19BP1	4
ZC3H7B	4
SMDT1	4
CERK	4
GABPA	4
SON	4
MX1	4
ABCG1	4
PFKL	4
ISG15	5
AURKAIP1	5
MRPL20	5
VWA1	5
RPL22	5
PARK7	5
LZIC	5
SRARP	5
CDA	5
PINK1	5
C1QA	5
C1QC	5
ID3	5
RPL11	5
SYF2	5
TMEM50A	5
SH3BGRL3	5
HMGN2	5
FGR	5
IFI6	5
DNAJC8	5
ATP5IF1	5
ZCCHC17	5
EIF3I	5
MARCKSL1	5
RNF19B	5
PSMB2	5
MEAF6	5
C1orf122	5
NDUFS5	5
MFSD2A	5
CAP1	5
PPT1	5
ZMPSTE24	5
PPCS	5
YBX1	5
TIE1	5
ATP6V0B	5
RPS8	5
PRDX1	5
UQCRH	5
PRPF38A	5
SCP2	5
MAGOH	5
TMEM59	5
GADD45A	5
GNG5	5
SELENOF	5
RPL5	5
FNBP1L	5
S1PR1	5
SARS	5
LAMTOR5	5
ATP5PB	5
C1orf162	5
RHOC	5
SLC16A1	5
OLFML3	5
CSDE1	5
CD58	5
SEC22B	5
RBM8A	5
POLR3GL	5
C1orf54	5
MRPS21	5
ECM1	5
CTSS	5
CERS2	5
PSMB4	5
S100A10	5
S100A16	5
S100A13	5
RAB13	5
RPS27	5
TPM3	5
C1orf43	5
HAX1	5
UBE2Q1	5
PMVK	5
DPM3	5
FDPS	5
SSR2	5
LAMTOR2	5
NES	5
HDGF	5
PEA15	5
F11R	5
PFDN2	5
UFC1	5
FCER1G	5
MGST3	5
TMCO1	5
MPC2	5
SFT2D2	5
PIGC	5
ADIPOR1	5
SNRPE	5
PLEKHA6	5
CD34	5
SLC30A1	5
KCTD3	5
CNIH4	5
SRP9	5
MRPL55	5
GUK1	5
FAM89A	5
IRF2BP2	5
GPR137B	5
RPS7	5
PDIA6	5
LAPTM4A	5
SF3B6	5
HADHB	5
OST4	5
SLC5A6	5
ATRAID	5
PRKD3	5
QPCT	5
COX7A2L	5
ZFP36L2	5
RPS27A	5
MDH1	5
SNRPG	5
BOLA3	5
AUP1	5
MRPL19	5
VAMP8	5
VAMP5	5
RNF181	5
CHMP3	5
COX5B	5
KIAA1211L	5
EIF5B	5
AFF3	5
RPL31	5
IL18R1	5
DBI	5
NIFK	5
MZT2B	5
SPC25	5
SSB	5
ATP5MC3	5
CCDC141	5
CAVIN2	5
COQ10B	5
NDUFB3	5
SUMO1	5
EEF1B2	5
RPL37A	5
TMBIM1	5
FAM124B	5
C2orf83	5
ARMC9	5
PTMA	5
COPS9	5
MTERF4	5
THAP4	5
BRK1	5
RPL32	5
LSM3	5
GALNT15	5
RPL15	5
RPSA	5
EIF1B	5
RPL14	5
SEC22C	5
ELP6	5
TMA7	5
NDUFAF3	5
RHOA	5
SLC38A3	5
HYAL2	5
RPL29	5
SPCS1	5
SELENOK	5
IL17RD	5
THOC7	5
EPHA3	5
RPL24	5
COX17	5
NDUFB4	5
FAM162A	5
DTX3L	5
GATA2	5
MBD4	5
NUDT16	5
CDV3	5
SLCO2A1	5
RBP1	5
TM4SF18	5
SERP1	5
SSR3	5
LXN	5
SEC62	5
TNFSF10	5
NDUFB5	5
EIF4A2	5
CCDC50	5
HES1	5
FAM43A	5
NCBP2	5
RPL35A	5
ATP5ME	5
SLBP	5
SH3BP2	5
LRPAP1	5
MRFAP1	5
BLOC1S4	5
FAM200B	5
LAP3	5
MED28	5
OCIAD2	5
KDR	5
HOPX	5
REST	5
UTP3	5
ANXA3	5
TMEM150C	5
SPARCL1	5
PYURF	5
LAMTOR3	5
H2AFZ	5
RPL34	5
OSTC	5
LARP7	5
PRSS12	5
C4orf3	5
ANXA5	5
NDUFC1	5
MGST2	5
LSM6	5
RPS3A	5
TMEM154	5
HMGB2	5
FRG1	5
NDUFS6	5
MED10	5
CCT5	5
SUB1	5
LIFR	5
RPL37	5
CARD6	5
IL6ST	5
SREK1IP1	5
BTF3	5
NSA2	5
TBCA	5
RPS23	5
TMEM167A	5
COX7C	5
LYSMD3	5
GLRX	5
ST8SIA4	5
ATG12	5
AP3S1	5
PPIC	5
HINT1	5
SLC22A5	5
SHROOM1	5
UQCRQ	5
SKP1	5
UBE2B	5
HNRNPA0	5
SLC35A4	5
NDUFA2	5
IK	5
TAF7	5
PCDH12	5
YIPF5	5
AFAP1L1	5
SLC26A2	5
RPS14	5
SMIM3	5
ATOX1	5
MRPL22	5
NPM1	5
NHP2	5
RACK1	5
DUSP22	5
DSP	5
TMEM14C	5
EDN1	5
NOL7	5
BTN3A2	5
ABT1	5
MRPS18B	5
NRM	5
TUBB	5
AIF1	5
DDAH2	5
CLIC1	5
C6orf48	5
TNXB	5
AGPAT1	5
HLA-DRA	5
HLA-DQB1	5
PSMB8	5
PSMB9	5
TAP1	5
HLA-DPA1	5
HLA-DPB1	5
RPS18	5
TAPBP	5
SMIM29	5
SNRPC	5
TAF11	5
RPL10A	5
SRSF3	5
GLO1	5
TAF8	5
YIPF3	5
XPO5	5
MRPL14	5
TMEM14A	5
OOEP	5
COX7A2	5
HMGN3	5
PNRC1	5
PRDM1	5
GTF3C6	5
RWDD1	5
RPS12	5
ABRACL	5
SF3B5	5
MRPL18	5
PSMB1	5
PDCD2	5
GPR146	5
FSCN1	5
EIF2AK1	5
RAC1	5
C1GALT1	5
ARL4A	5
STEAP1B	5
TOMM7	5
CYCS	5
SKAP2	5
NOD1	5
LSM5	5
RAMP3	5
SEC61G	5
CCT6A	5
CHCHD2	5
MDH2	5
GNG11	5
SEM1	5
BRI3	5
LAMTOR4	5
EPHB4	5
ZNHIT1	5
FIS1	5
PSMC2	5
CBLL1	5
GPR85	5
TES	5
LSM8	5
NDUFA5	5
ATP6V1F	5
CHCHD3	5
AKR1B1	5
STMP1	5
MTPN	5
NDUFB2	5
SSBP1	5
GIMAP7	5
GIMAP4	5
GIMAP6	5
GIMAP2	5
CD99	5
AP1S2	5
EIF1AX	5
APOO	5
DYNLT3	5
GPR34	5
MAOA	5
CXorf36	5
NDUFB11	5
TIMP1	5
SLC38A5	5
RBM3	5
MAGED2	5
VSIG4	5
PIN4	5
RPS4X	5
SLC16A2	5
COX7B	5
PGK1	5
CYSLTR1	5
ITM2A	5
BEX5	5
TCEAL8	5
TCEAL9	5
TCEAL4	5
SLC25A5	5
NDUFA1	5
ZDHHC9	5
VMA21	5
BCAP31	5
SSR4	5
IRAK1	5
RPL10	5
MPP1	5
FUNDC2	5
CLIC2	5
PRAG1	5
BNIP3L	5
DPYSL2	5
PPP2CB	5
SOX17	5
RPS20	5
TRAM1	5
RPL7	5
PEX2	5
FABP5	5
C8orf59	5
CA2	5
PDP1	5
UQCRB	5
RPL30	5
COX6C	5
POLR2K	5
PABPC1	5
EIF3E	5
ENY2	5
ATAD2	5
WDYHV1	5
NDUFB9	5
LY6E	5
GPIHBP1	5
GSDMD	5
EEF1D	5
CYC1	5
PLIN2	5
RPS6	5
NDUFB6	5
CHMP5	5
DCTN3	5
HRCT1	5
GRHPR	5
MAMDC2	5
TMC1	5
ANXA1	5
HNRNPK	5
OMD	5
TRIM14	5
SEC61B	5
TXN	5
ATP6V1G1	5
NDUFA8	5
RBM18	5
RPL35	5
ARPC5L	5
RPL12	5
C9orf16	5
SWI5	5
SET	5
ASS1	5
AIF1L	5
SURF6	5
RPL7A	5
SURF4	5
PHPT1	5
EDF1	5
MRPL41	5
IFITM2	5
SIGIRR	5
RPLP2	5
POLR2L	5
TRIM21	5
HBB	5
MRPL17	5
EIF3F	5
RPL27A	5
EIF4G2	5
C11orf58	5
PLEKHA7	5
RPS13	5
NUCB2	5
SVIP	5
MDK	5
AMBRA1	5
CTNND1	5
STX3	5
SLC15A3	5
TMEM258	5
POLR2G	5
TMEM179B	5
SLC3A2	5
RARRES3	5
PLA2G16	5
FKBP2	5
TRMT112	5
MAP4K2	5
FAU	5
CDC42EP2	5
MAP3K11	5
CFL1	5
DRAP1	5
BANF1	5
MRPL11	5
GSTP1	5
CHKA	5
LAMTOR1	5
COA4	5
RPS3	5
THAP12	5
FZD4	5
CTSC	5
SMCO4	5
PGR	5
ACAT1	5
FDX1	5
TIMM8B	5
REXO2	5
ATP5MG	5
RPS25	5
HSPA8	5
ESAM	5
ROBO4	5
EI24	5
TMEM45B	5
THYN1	5
IL15RA	5
ATP5F1C	5
NUDT5	5
VIM	5
BAMBI	5
KIF5B	5
CXCL12	5
ZNF22	5
TFAM	5
RHOBTB1	5
PPA1	5
PCBD1	5
VSIR	5
SPOCK2	5
VDAC2	5
RPS24	5
FAM213A	5
GHITM	5
IFIT3	5
IFIT1	5
PGAM1	5
ATP5MD	5
GSTO1	5
PDCD4	5
ACSL5	5
RGS10	5
CCND2	5
MRPL51	5
CD4	5
TPI1	5
C12orf57	5
PHB2	5
CLEC4E	5
A2M	5
CLEC2B	5
CLEC7A	5
MANSC1	5
ARHGDIB	5
LDHB	5
LMNTD1	5
ZCRB1	5
TUBA1B	5
TMBIM6	5
METTL7A	5
DAZAP2	5
SMAGP	5
ACVRL1	5
PFDN5	5
ATP5MC2	5
HNRNPA1	5
PYM1	5
ESYT1	5
MYL6	5
ATP5F1B	5
NACA	5
CTDSP2	5
GNS	5
NUP107	5
DUSP6	5
LUM	5
NDUFA12	5
METAP2	5
HSP90B1	5
TXNRD1	5
ISCU	5
ARPC3	5
VPS29	5
ERP29	5
RPL6	5
OAS2	5
PRKAB1	5
RPLP0	5
SRSF9	5
DYNLL1	5
UNC119B	5
RNF34	5
ORAI1	5
HIP1R	5
ARL6IP4	5
TMED2	5
RAN	5
SAP18	5
MRPL57	5
RPL21	5
GTF3A	5
MTIF3	5
POMP	5
SMAD9	5
ALG5	5
WBP4	5
KBTBD7	5
TSC22D1	5
NEK5	5
COMMD6	5
GGACT	5
DAD1	5
MRPL52	5
PSMB5	5
PSME1	5
PSME2	5
RPS29	5
RPL36AL	5
RTRAF	5
CNIH1	5
LGALS3	5
JKAMP	5
EIF2S1	5
ERH	5
NPC2	5
TMED10	5
SLIRP	5
NDUFB1	5
IFI27	5
IFI27L2	5
DEGS2	5
ATP5MPL	5
SIVA1	5
CRIP2	5
NOP10	5
SRP14	5
PDIA3	5
SQOR	5
DUT	5
ARPP19	5
RSL24D1	5
POLR2M	5
GTF2A2	5
LACTB	5
RPS27L	5
PPIB	5
CLPX	5
RAB11A	5
SNAPC5	5
RPL4	5
ISLR	5
IMP3	5
PSMA4	5
MORF4L1	5
CTSH	5
RPS17	5
SEC11A	5
HBA2	5
HBA1	5
STUB1	5
TMEM204	5
NDUFB10	5
ELOB	5
IL32	5
ROGDI	5
DEXI	5
RSL1D1	5
RPS15A	5
METTL9	5
NDUFAB1	5
NSMCE1	5
TMEM219	5
PYCARD	5
MT2A	5
MT1E	5
MT1M	5
MT1F	5
MT1G	5
MT1X	5
SLC12A3	5
ARL2BP	5
ADGRG1	5
CDH5	5
FAM96B	5
TMEM208	5
NUTF2	5
DPEP2	5
NQO1	5
GABARAPL2	5
KARS	5
HSBP1	5
COX4I1	5
FOXF1	5
MAP1LC3B	5
SLC7A5	5
CA5A	5
APRT	5
DOC2B	5
GLOD4	5
TIMM22	5
YWHAE	5
CTNS	5
EMC6	5
CYB5D2	5
CXCL16	5
PSMB6	5
TXNDC17	5
BCL6B	5
TMEM88	5
NAA38	5
ARHGEF15	5
UBB	5
GRAP	5
SLC47A1	5
LGALS9	5
TNFAIP1	5
SDF2	5
RPL23A	5
MMP28	5
PSMB3	5
RPL23	5
RPL19	5
KRT10	5
JUP	5
RAMP2	5
RPL27	5
IFI35	5
VAT1	5
HIGD1B	5
COPZ2	5
ATP5MC1	5
ANKRD40	5
MMD	5
SUPT4H1	5
CA4	5
NACA2	5
EFCAB3	5
PSMC5	5
DDX5	5
RPL38	5
TTYH2	5
ATP5PD	5
JPT1	5
MRPS7	5
H3F3B	5
ST6GALNAC1	5
SYNGR2	5
MCRIP1	5
ANAPC11	5
WDR45B	5
MYL12A	5
MYL12B	5
SNRPD1	5
ZNF521	5
NARS	5
PMAIP1	5
VPS4B	5
CYB5A	5
ZCCHC3	5
SLC52A3	5
HSPA12B	5
TMEM230	5
SNRPB2	5
NAA20	5
EIF2S2	5
DYNLRB1	5
RPN2	5
TGM2	5
MAFB	5
SRSF6	5
TSHZ2	5
CASS4	5
ATP5F1E	5
PSMA7	5
ADRM1	5
RPS21	5
PPDPF	5
BSG	5
GPX4	5
RPS15	5
ABHD17A	5
LSM7	5
TIMM13	5
EEF2	5
RPL36	5
C19orf70	5
ALKBH7	5
CD320	5
RPS28	5
MARCH2	5
UBL5	5
EIF3G	5
CALR	5
RAD23A	5
GADD45GIP1	5
C19orf53	5
FAM32A	5
BST2	5
ARRDC2	5
UBA52	5
ZNF90	5
PDCD5	5
FXYD5	5
TMEM147	5
COX6B1	5
POLR2I	5
CAPNS1	5
COX7A1	5
PSMD8	5
EIF3K	5
GMFG	5
MED29	5
PRX	5
RPS19	5
RABAC1	5
SNRPD2	5
RPL18	5
RPL13A	5
RPS11	5
FCGRT	5
PRMT1	5
NDUFA3	5
RPS9	5
RPS5	5
CHMP2A	5
RPS4Y1	5
MRPL40	5
DDT	5
SNRPD3	5
GAS2L1	5
UQCR10	5
TCN2	5
APOL6	5
APOL3	5
LGALS1	5
TRIOBP	5
EIF3L	5
POLR2F	5
TOMM22	5
RPL3	5
SNU13	5
CYB5R3	5
TSPO	5
NUP50	5
MAPK12	5
JAM2	5
ATP5PF	5
SOD1	5
IFNAR1	5
HMGN1	5
PDXK	5
CSTB	5
SUMO3	5
PTTG1IP	5
ITGB2	5
