gene	cluster
DOCK4	8
GCH1	8
IER3	8
RAB27A	8
ARRB1	8
CASP4	8
PLSCR4	8
BMPR2	8
HDGFL3	8
NOX4	8
MSN	8
NEK7	8
DIAPH1	8
ALPK1	8
C16orf45	8
CD99	8
MTHFD1L	8
SBNO2	8
PRSS23	8
NHSL1	8
ANO6	8
ATP10D	8
MYCBP2	8
DDAH1	8
BMS1P14	8
STAT3	8
AAK1	8
RAB31	8
WBP1L	8
NOD1	8
ABCG1	8
ME1	8
PLSCR1	8
CHD9	8
LDLR	8
ATP11C	8
UAP1	8
PDCD4	8
RICTOR	8
LRRFIP1	8
MAP3K14	8
YAP1	8
RAP1B	8
AC022558.2	8
ELF2	8
TEK	8
RAPGEF5	8
EXOC6	8
NFE2L2	8
PLAT	8
TNFRSF10D	8
STIM2	8
BACE2	8
LIFR	8
NFAT5	8
FLNB	8
MID1	8
ANKRD33B	8
UBE2D3	8
WWP1	8
FAT4	8
ELOVL5	8
GADD45B	8
FN1	8
TRIM22	8
IFI16	8
CLIP1	8
ZNF516	8
B4GALT5	8
PRRC2C	8
PARVA	8
VAPA	8
EHD4	8
LDHA	8
AGO2	8
SESN3	8
SMURF2	8
